sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2022 PPR  1445748","2022 PPR  1445748","","15/08/2021","**","","402.50","0.00","NZD","0.00","2022","202201","PPR","1445748 ITR","","20/07/2021","20/07/2021","ACE.006830831.0000036","2022.PPR.1445748","","0.00","","CG Invoices to be received account"
"","2022 PPR  1448644","2022 PPR  1448644","","15/08/2021","**","","-1,651.40","0.00","NZD","0.00","2022","202201","PPR","1448644 ITR","","26/07/2021","26/07/2021","ACE.006842588.0000002","2022.PPR.1448644","","0.00","","CG Invoices to be received account"
"","2022 PPR  1448645","2022 PPR  1448645","","15/08/2021","**","","-1,651.40","0.00","NZD","0.00","2022","202201","PPR","1448645 ITR","","26/07/2021","26/07/2021","ACE.006842588.0000004","2022.PPR.1448645","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474244","2022 PPR  1474244","","15/11/2021","**","","929.50","0.00","NZD","0.00","2022","202204","PPR","1474244 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000035","2022.PPR.1474244","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474250","2022 PPR  1474250","","15/11/2021","**","","1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474250 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000037","2022.PPR.1474250","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474251","2022 PPR  1474251","","15/11/2021","**","","1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474251 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000039","2022.PPR.1474251","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474252","2022 PPR  1474252","","15/11/2021","**","","1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474252 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000041","2022.PPR.1474252","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474253","2022 PPR  1474253","","15/11/2021","**","","1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474253 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000043","2022.PPR.1474253","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474254","2022 PPR  1474254","","15/11/2021","**","","-1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474254 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000038","2022.PPR.1474254","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474255","2022 PPR  1474255","","15/11/2021","**","","-1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474255 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000040","2022.PPR.1474255","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474256","2022 PPR  1474256","","15/11/2021","**","","-1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474256 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000042","2022.PPR.1474256","","0.00","","CG Invoices to be received account"
"","2022 PPR  1474257","2022 PPR  1474257","","15/11/2021","**","","-1,068.92","0.00","NZD","0.00","2022","202204","PPR","1474257 ITR","","12/10/2021","12/10/2021","ACE.006836901.0000044","2022.PPR.1474257","","0.00","","CG Invoices to be received account"
"","2022 PPR  1482648","2022 PPR  1482648","","15/12/2021","**","","-2,137.85","0.00","NZD","0.00","2022","202205","PPR","1482648 ITR","","19/11/2021","19/11/2021","ACE.006837117.0000033","2022.PPR.1482648","","0.00","","CG Invoices to be received account"
"","2022 PPR  1482649","2022 PPR  1482649","","15/12/2021","**","","-2,137.85","0.00","NZD","0.00","2022","202205","PPR","1482649 ITR","","19/11/2021","19/11/2021","ACE.006837117.0000034","2022.PPR.1482649","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484271","2022 PPR  1484271","","15/12/2021","**","","-402.50","0.00","NZD","0.00","2022","202205","PPR","1484271 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000002","2022.PPR.1484271","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484272","2022 PPR  1484272","","15/12/2021","**","","-817.65","0.00","NZD","0.00","2022","202205","PPR","1484272 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000004","2022.PPR.1484272","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484273","2022 PPR  1484273","","15/12/2021","**","","-402.50","0.00","NZD","0.00","2022","202205","PPR","1484273 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000006","2022.PPR.1484273","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484274","2022 PPR  1484274","","15/12/2021","**","","-345.00","0.00","NZD","0.00","2022","202205","PPR","1484274 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000008","2022.PPR.1484274","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484282","2022 PPR  1484282","","15/12/2021","**","","-897.00","0.00","NZD","0.00","2022","202205","PPR","1484282 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000014","2022.PPR.1484282","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484303","2022 PPR  1484303","","15/12/2021","**","","-390.00","0.00","NZD","0.00","2022","202205","PPR","1484303 ITR","","26/11/2021","26/11/2021","ACE.006859784.0000020","2022.PPR.1484303","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484862","2022 PPR  1484862","","15/12/2021","**","","817.65","0.00","NZD","0.00","2022","202205","PPR","1484862 ITR","","30/11/2021","30/11/2021","ACE.006859784.0000023","2022.PPR.1484862","","0.00","","CG Invoices to be received account"
"","2022 PPR  1484863","2022 PPR  1484863","","15/12/2021","**","","-817.65","0.00","NZD","0.00","2022","202205","PPR","1484863 ITR","","30/11/2021","30/11/2021","ACE.006859784.0000025","2022.PPR.1484863","","0.00","","CG Invoices to be received account"
"","2022 PPR  1485915","2022 PPR  1485915","","15/01/2022","**","","1,068.92","0.00","NZD","0.00","2022","202206","PPR","1485915 ITR","","04/12/2021","04/12/2021","ACE.006836901.0000045","2022.PPR.1485915","","0.00","","CG Invoices to be received account"
"","2022 PPR  1485916","2022 PPR  1485916","","15/01/2022","**","","1,068.92","0.00","NZD","0.00","2022","202206","PPR","1485916 ITR","","04/12/2021","04/12/2021","ACE.006836901.0000046","2022.PPR.1485916","","0.00","","CG Invoices to be received account"
"","2022 PPR  1485917","2022 PPR  1485917","","15/01/2022","**","","1,068.92","0.00","NZD","0.00","2022","202206","PPR","1485917 ITR","","04/12/2021","04/12/2021","ACE.006836901.0000047","2022.PPR.1485917","","0.00","","CG Invoices to be received account"
"","2022 PPR  1485918","2022 PPR  1485918","","15/01/2022","**","","1,068.92","0.00","NZD","0.00","2022","202206","PPR","1485918 ITR","","04/12/2021","04/12/2021","ACE.006836901.0000048","2022.PPR.1485918","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486154","2022 PPR  1486154","","15/01/2022","**","","402.50","0.00","NZD","0.00","2022","202206","PPR","1486154 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000028","2022.PPR.1486154","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486155","2022 PPR  1486155","","15/01/2022","**","","-402.50","0.00","NZD","0.00","2022","202206","PPR","1486155 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000030","2022.PPR.1486155","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486193","2022 PPR  1486193","","15/01/2022","**","","-765.90","0.00","NZD","0.00","2022","202206","PPR","1486193 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000050","2022.PPR.1486193","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486194","2022 PPR  1486194","","15/01/2022","**","","402.50","0.00","NZD","0.00","2022","202206","PPR","1486194 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000033","2022.PPR.1486194","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486195","2022 PPR  1486195","","15/01/2022","**","","345.00","0.00","NZD","0.00","2022","202206","PPR","1486195 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000034","2022.PPR.1486195","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486196","2022 PPR  1486196","","15/01/2022","**","","897.00","0.00","NZD","0.00","2022","202206","PPR","1486196 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000035","2022.PPR.1486196","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486197","2022 PPR  1486197","","15/01/2022","**","","390.00","0.00","NZD","0.00","2022","202206","PPR","1486197 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000037","2022.PPR.1486197","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486198","2022 PPR  1486198","","15/01/2022","**","","817.65","0.00","NZD","0.00","2022","202206","PPR","1486198 ITR","","06/12/2021","06/12/2021","ACE.006859784.0000038","2022.PPR.1486198","","0.00","","CG Invoices to be received account"
"","2022 PPR  1487473","2022 PPR  1487473","","15/01/2022","**","","-71.00","0.00","NZD","0.00","2022","202206","PPR","1487473 ITR","","10/12/2021","10/12/2021","ACE.006860743.0000024","2022.PPR.1487473","","0.00","","CG Invoices to be received account"
"","2022 PPR  1490145","2022 PPR  1490145","","15/01/2022","**","","379.50","0.00","NZD","0.00","2022","202206","PPR","1490145 ITR","","21/12/2021","21/12/2021","ACE.006862483.0000021","2022.PPR.1490145","","0.00","","CG Invoices to be received account"
"","2022 PPR  1490146","2022 PPR  1490146","","15/01/2022","**","","-379.50","0.00","NZD","0.00","2022","202206","PPR","1490146 ITR","","21/12/2021","21/12/2021","ACE.006862483.0000023","2022.PPR.1490146","","0.00","","CG Invoices to be received account"
"","2022 PPR  1493643","2022 PPR  1493643","","15/02/2022","**","","-844.20","0.00","NZD","0.00","2022","202207","PPR","1493643 ITR","","17/01/2022","17/01/2022","ACE.006865022.0000006","2022.PPR.1493643","","0.00","","CG Invoices to be received account"
"","2022 PPR  1493697","2022 PPR  1493697","","15/02/2022","**","","844.20","0.00","NZD","0.00","2022","202207","PPR","1493697 ITR","","17/01/2022","17/01/2022","ACE.006865022.0000011","2022.PPR.1493697","","0.00","","CG Invoices to be received account"
"","2022 PPR  1501656","2022 PPR  1501656","","15/03/2022","**","","402.50","0.00","NZD","0.00","2022","202208","PPR","1501656 ITR","","18/02/2022","18/02/2022","ACE.006859784.0000059","2022.PPR.1501656","","0.00","","CG Invoices to be received account"
"","2022 PPR  1504742","2022 PPR  1504742","","15/04/2022","**","","-742.90","0.00","NZD","0.00","2022","202209","PPR","1504742 ITR","","07/03/2022","07/03/2022","ACE.006871126.0000002","2022.PPR.1504742","","0.00","","CG Invoices to be received account"
"","2022 PPR  1514330","2022 PPR  1514330","","15/05/2022","**","","-3,714.50","0.00","NZD","0.00","2022","202210","PPR","1514330 ITR","","13/04/2022","13/04/2022","ACE.006873986.0000050","2022.PPR.1514330","","0.00","","CG Invoices to be received account"
"","2022 PPR  1516127","2022 PPR  1516127","","15/05/2022","**","","-3,967.50","0.00","NZD","0.00","2022","202210","PPR","1516127 ITR","","20/04/2022","20/04/2022","ACE.006878386.0000002","2022.PPR.1516127","","0.00","","CG Invoices to be received account"
"","2022 PPR  1531909","2022 PPR  1531909","","15/06/2022","**","","-44.00","0.00","NZD","0.00","2022","202211","PPR","1531909 ITR","","25/05/2022","25/05/2022","ACE.006889347.0000002","2022.PPR.1531909","","0.00","","CG Invoices to be received account"
"","2023 PPR  1585907","2023 PPR  1585907","","15/10/2022","**","","-1,159.78","0.00","NZD","0.00","2023","202303","PPR","1585907 ITR","","19/09/2022","19/09/2022","ACE.006914771.0000010","2023.PPR.1585907","","0.00","","CG Invoices to be received account"
"","2023 PPR  1585908","2023 PPR  1585908","","15/10/2022","**","","-1,159.78","0.00","NZD","0.00","2023","202303","PPR","1585908 ITR","","19/09/2022","19/09/2022","ACE.006914771.0000012","2023.PPR.1585908","","0.00","","CG Invoices to be received account"
"","2023 PPR  1595598","2023 PPR  1595598","","15/11/2022","**","","-776.25","0.00","NZD","0.00","2023","202304","PPR","1595598 ITR","","12/10/2022","12/10/2022","ACE.006925160.0000002","2023.PPR.1595598","","0.00","","CG Invoices to be received account"
"","2023 PPR  1595599","2023 PPR  1595599","","15/11/2022","**","","-776.25","0.00","NZD","0.00","2023","202304","PPR","1595599 ITR","","12/10/2022","12/10/2022","ACE.006925160.0000004","2023.PPR.1595599","","0.00","","CG Invoices to be received account"
"","2023 PPR  1595600","2023 PPR  1595600","","15/11/2022","**","","-1,499.60","0.00","NZD","0.00","2023","202304","PPR","1595600 ITR","","12/10/2022","12/10/2022","ACE.006925160.0000006","2023.PPR.1595600","","0.00","","CG Invoices to be received account"
"","2023 PPR  1595603","2023 PPR  1595603","","15/11/2022","**","","-845.25","0.00","NZD","0.00","2023","202304","PPR","1595603 ITR","","12/10/2022","12/10/2022","ACE.006925160.0000010","2023.PPR.1595603","","0.00","","CG Invoices to be received account"
"","2023 PPR  1601137","2023 PPR  1601137","","15/11/2022","**","","-9,315.00","0.00","NZD","0.00","2023","202304","PPR","1601137 ITR","","26/10/2022","26/10/2022","ACE.006927942.0000002","2023.PPR.1601137","","0.00","","CG Invoices to be received account"
"","2023 PPR  1603741","2023 PPR  1603741","","15/12/2022","**","","-3,192.40","0.00","NZD","0.00","2023","202305","PPR","1603741 ITR","","01/11/2022","01/11/2022","ACE.006929143.0000002","2023.PPR.1603741","","0.00","","CG Invoices to be received account"
"","2023 PPR  1615829","2023 PPR  1615829","","15/01/2023","**","","-448.50","0.00","NZD","0.00","2023","202306","PPR","1615829 ITR","","09/12/2022","09/12/2022","ACE.006935188.0000012","2023.PPR.1615829","","0.00","","CG Invoices to be received account"
"","2023 PPR  1615832","2023 PPR  1615832","","15/01/2023","**","","-575.00","0.00","NZD","0.00","2023","202306","PPR","1615832 ITR","","09/12/2022","09/12/2022","ACE.006935251.0000002","2023.PPR.1615832","","0.00","","CG Invoices to be received account"
"","2023 PPR  1617132","2023 PPR  1617132","","15/01/2023","**","","-4,218.20","0.00","NZD","0.00","2023","202306","PPR","1617132 ITR","","14/12/2022","14/12/2022","ACE.006935599.0000011","2023.PPR.1617132","","0.00","","CG Invoices to be received account"
"","2023 PPR  1617214","2023 PPR  1617214","","15/01/2023","**","","-4,045.70","0.00","NZD","0.00","2023","202306","PPR","1617214 ITR","","14/12/2022","14/12/2022","ACE.006935955.0000002","2023.PPR.1617214","","0.00","","CG Invoices to be received account"
"","2023 PPR  1618534","2023 PPR  1618534","","15/01/2023","**","","-3,254.50","0.00","NZD","0.00","2023","202306","PPR","1618534 ITR","","19/12/2022","19/12/2022","ACE.006936482.0000002","2023.PPR.1618534","","0.00","","CG Invoices to be received account"
"","2023 PPR  1620783","2023 PPR  1620783","","15/02/2023","","","-448.50","0.00","NZD","0.00","2023","202307","PPR","1620783 ITR","","05/01/2023","05/01/2023","ACE.006937073.0000022","2023.PPR.1620783","","0.00","","CG Invoices to be received account"
"","2023 PUR   377068","2023 PUR   377068","","15/12/2022","**","","-2,426.50","0.00","NZD","0.00","2023","202305","PUR","377068 VPA","","22/11/2022","22/11/2022","ACE.006927045.0000017","2023.PUR.0377068","","0.00","","CG Invoices to be received account"
"","2023 PUR   377068","2023 PUR   377068","","15/12/2022","**","","3,639.75","0.00","NZD","0.00","2023","202305","PUR","377068 VPA","","22/11/2022","22/11/2022","ACE.006927045.0000023","2023.PUR.0377068","","0.00","","CG Invoices to be received account"
"","2023 PUR   377068","2023 PUR   377068","","15/12/2022","**","","-3,639.75","0.00","NZD","0.00","2023","202305","PUR","377068 VPA","","22/11/2022","22/11/2022","ACE.006927045.0000030","2023.PUR.0377068","","0.00","","CG Invoices to be received account"
"","2023 PUR   377068","2023 PUR   377068","","15/12/2022","**","","2,225.25","0.00","NZD","0.00","2023","202305","PUR","377068 VPA","","22/11/2022","22/11/2022","ACE.006930444.0000002","2023.PUR.0377068","","0.00","","CG Invoices to be received account"
"","2023 PUR   377068","2023 PUR   377068","","15/12/2022","**","","-2,225.25","0.00","NZD","0.00","2023","202305","PUR","377068 VPA","","22/11/2022","22/11/2022","ACE.006930444.0000007","2023.PUR.0377068","","0.00","","CG Invoices to be received account"
