sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1264888","2020 PPR  1264888","","15/05/2020","**","","-83.00","0.00","NZD","0.00","2020","202010","PPR","1264888 ITR","","07/04/2020","07/04/2020","ACE.006726186.0000037","2020.PPR.1264888","","0.00","","CG Invoices to be received account"
"","2020 PPR  1264889","2020 PPR  1264889","","15/05/2020","**","","-83.00","0.00","NZD","0.00","2020","202010","PPR","1264889 ITR","","07/04/2020","07/04/2020","ACE.006719727.0000019","2020.PPR.1264889","","0.00","","CG Invoices to be received account"
"","2020 PPR  1264890","2020 PPR  1264890","","15/05/2020","**","","-83.00","0.00","NZD","0.00","2020","202010","PPR","1264890 ITR","","07/04/2020","07/04/2020","ACE.006715555.0000040","2020.PPR.1264890","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267608","2020 PPR  1267608","","15/07/2020","**","","-38.88","0.00","NZD","0.00","2020","202012","PPR","1267608 ITR","","04/06/2020","04/06/2020","ACE.006727895.0000006","2020.PPR.1267608","","0.00","","CG Invoices to be received account"
"","2020 PPR  1269555","2020 PPR  1269555","","15/07/2020","**","","-83.00","0.00","NZD","0.00","2020","202012","PPR","1269555 ITR","","12/06/2020","12/06/2020","ACE.006727776.0000017","2020.PPR.1269555","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275894","2021 PPR  1275894","","15/08/2020","**","","-172.42","0.00","NZD","0.00","2021","202101","PPR","1275894 ITR","","02/07/2020","02/07/2020","ACE.006732058.0000014","2021.PPR.1275894","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277011","2021 PPR  1277011","","15/08/2020","**","","-41.68","0.00","NZD","0.00","2021","202101","PPR","1277011 ITR","","06/07/2020","06/07/2020","ACE.006729776.0000004","2021.PPR.1277011","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277014","2021 PPR  1277014","","15/08/2020","**","","-41.68","0.00","NZD","0.00","2021","202101","PPR","1277014 ITR","","06/07/2020","06/07/2020","ACE.006731775.0000009","2021.PPR.1277014","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277727","2021 PPR  1277727","","15/08/2020","**","","-83.00","0.00","NZD","0.00","2021","202101","PPR","1277727 ITR","","07/07/2020","07/07/2020","ACE.006729455.0000005","2021.PPR.1277727","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277728","2021 PPR  1277728","","15/08/2020","**","","-83.00","0.00","NZD","0.00","2021","202101","PPR","1277728 ITR","","07/07/2020","07/07/2020","ACE.006729455.0000007","2021.PPR.1277728","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277734","2021 PPR  1277734","","15/08/2020","**","","-83.00","0.00","NZD","0.00","2021","202101","PPR","1277734 ITR","","07/07/2020","07/07/2020","ACE.006728812.0000028","2021.PPR.1277734","","0.00","","CG Invoices to be received account"
"","2021 PPR  1278820","2021 PPR  1278820","","15/08/2020","**","","-107.12","0.00","NZD","0.00","2021","202101","PPR","1278820 ITR","","09/07/2020","09/07/2020","ACE.006733753.0000005","2021.PPR.1278820","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279132","2021 PPR  1279132","","15/08/2020","**","","-150.07","0.00","NZD","0.00","2021","202101","PPR","1279132 ITR","","10/07/2020","10/07/2020","ACE.006735400.0000012","2021.PPR.1279132","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279134","2021 PPR  1279134","","15/08/2020","**","","-176.18","0.00","NZD","0.00","2021","202101","PPR","1279134 ITR","","10/07/2020","10/07/2020","ACE.006733738.0000009","2021.PPR.1279134","","0.00","","CG Invoices to be received account"
"","2021 PPR  1281469","2021 PPR  1281469","","15/08/2020","**","","-20.80","0.00","NZD","0.00","2021","202101","PPR","1281469 ITR","","16/07/2020","16/07/2020","ACE.006736536.0000009","2021.PPR.1281469","","0.00","","CG Invoices to be received account"
"","2021 PPR  1281470","2021 PPR  1281470","","15/08/2020","**","","-20.80","0.00","NZD","0.00","2021","202101","PPR","1281470 ITR","","16/07/2020","16/07/2020","ACE.006736536.0000013","2021.PPR.1281470","","0.00","","CG Invoices to be received account"
"","2021 PPR  1288853","2021 PPR  1288853","","15/09/2020","**","","-89.85","0.00","NZD","0.00","2021","202102","PPR","1288853 ITR","","03/08/2020","03/08/2020","ACE.006736449.0000017","2021.PPR.1288853","","0.00","","CG Invoices to be received account"
"","2021 PPR  1288860","2021 PPR  1288860","","15/09/2020","**","","-80.52","0.00","NZD","0.00","2021","202102","PPR","1288860 ITR","","03/08/2020","03/08/2020","ACE.006734170.0000019","2021.PPR.1288860","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290848","2021 PPR  1290848","","15/09/2020","**","","-78.00","0.00","NZD","0.00","2021","202102","PPR","1290848 ITR","","06/08/2020","06/08/2020","ACE.006740818.0000007","2021.PPR.1290848","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290849","2021 PPR  1290849","","15/09/2020","**","","-78.00","0.00","NZD","0.00","2021","202102","PPR","1290849 ITR","","06/08/2020","06/08/2020","ACE.006740818.0000009","2021.PPR.1290849","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290854","2021 PPR  1290854","","15/09/2020","**","","-52.45","0.00","NZD","0.00","2021","202102","PPR","1290854 ITR","","06/08/2020","06/08/2020","ACE.006740339.0000009","2021.PPR.1290854","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290855","2021 PPR  1290855","","15/09/2020","**","","-52.60","0.00","NZD","0.00","2021","202102","PPR","1290855 ITR","","06/08/2020","06/08/2020","ACE.006740339.0000012","2021.PPR.1290855","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290863","2021 PPR  1290863","","15/09/2020","**","","-60.66","0.00","NZD","0.00","2021","202102","PPR","1290863 ITR","","06/08/2020","06/08/2020","ACE.006740341.0000009","2021.PPR.1290863","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290864","2021 PPR  1290864","","15/09/2020","**","","-37.44","0.00","NZD","0.00","2021","202102","PPR","1290864 ITR","","06/08/2020","06/08/2020","ACE.006740341.0000011","2021.PPR.1290864","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290865","2021 PPR  1290865","","15/09/2020","**","","-66.30","0.00","NZD","0.00","2021","202102","PPR","1290865 ITR","","06/08/2020","06/08/2020","ACE.006740341.0000016","2021.PPR.1290865","","0.00","","CG Invoices to be received account"
"","2021 PPR  1290866","2021 PPR  1290866","","15/09/2020","**","","-37.44","0.00","NZD","0.00","2021","202102","PPR","1290866 ITR","","06/08/2020","06/08/2020","ACE.006740341.0000017","2021.PPR.1290866","","0.00","","CG Invoices to be received account"
"","2021 PPR  1292409","2021 PPR  1292409","","15/09/2020","**","","-36.08","0.00","NZD","0.00","2021","202102","PPR","1292409 ITR","","10/08/2020","10/08/2020","ACE.006740553.0000004","2021.PPR.1292409","","0.00","","CG Invoices to be received account"
"","2021 PPR  1292410","2021 PPR  1292410","","15/09/2020","**","","-36.16","0.00","NZD","0.00","2021","202102","PPR","1292410 ITR","","10/08/2020","10/08/2020","ACE.006740553.0000006","2021.PPR.1292410","","0.00","","CG Invoices to be received account"
"","2021 PPR  1292549","2021 PPR  1292549","","15/09/2020","**","","-83.00","0.00","NZD","0.00","2021","202102","PPR","1292549 ITR","","10/08/2020","10/08/2020","ACE.006739502.0000005","2021.PPR.1292549","","0.00","","CG Invoices to be received account"
"","2021 PPR  1292998","2021 PPR  1292998","","15/09/2020","**","","-67.18","0.00","NZD","0.00","2021","202102","PPR","1292998 ITR","","11/08/2020","11/08/2020","ACE.006735073.0000018","2021.PPR.1292998","","0.00","","CG Invoices to be received account"
"","2021 PPR  1292999","2021 PPR  1292999","","15/09/2020","**","","-61.63","0.00","NZD","0.00","2021","202102","PPR","1292999 ITR","","11/08/2020","11/08/2020","ACE.006735073.0000020","2021.PPR.1292999","","0.00","","CG Invoices to be received account"
"","2021 PPR  1293015","2021 PPR  1293015","","15/09/2020","**","","-285.07","0.00","NZD","0.00","2021","202102","PPR","1293015 ITR","","11/08/2020","11/08/2020","ACE.006737503.0000011","2021.PPR.1293015","","0.00","","CG Invoices to be received account"
"","2021 PPR  1293237","2021 PPR  1293237","","15/09/2020","**","","-175.33","0.00","NZD","0.00","2021","202102","PPR","1293237 ITR","","11/08/2020","11/08/2020","ACE.006733738.0000010","2021.PPR.1293237","","0.00","","CG Invoices to be received account"
"","2021 PPR  1295382","2021 PPR  1295382","","15/09/2020","**","","-261.68","0.00","NZD","0.00","2021","202102","PPR","1295382 ITR","","17/08/2020","17/08/2020","ACE.006745735.0000011","2021.PPR.1295382","","0.00","","CG Invoices to be received account"
"","2021 PPR  1295764","2021 PPR  1295764","","15/09/2020","**","","-29.73","0.00","NZD","0.00","2021","202102","PPR","1295764 ITR","","18/08/2020","18/08/2020","ACE.006745228.0000005","2021.PPR.1295764","","0.00","","CG Invoices to be received account"
"","2021 PPR  1295771","2021 PPR  1295771","","15/09/2020","**","","-110.39","0.00","NZD","0.00","2021","202102","PPR","1295771 ITR","","18/08/2020","18/08/2020","ACE.006745857.0000005","2021.PPR.1295771","","0.00","","CG Invoices to be received account"
"","2021 PPR  1295779","2021 PPR  1295779","","15/09/2020","**","","-262.31","0.00","NZD","0.00","2021","202102","PPR","1295779 ITR","","18/08/2020","18/08/2020","ACE.006744513.0000013","2021.PPR.1295779","","0.00","","CG Invoices to be received account"
"","2021 PPR  1295791","2021 PPR  1295791","","15/09/2020","**","","-152.07","0.00","NZD","0.00","2021","202102","PPR","1295791 ITR","","18/08/2020","18/08/2020","ACE.006741551.0000009","2021.PPR.1295791","","0.00","","CG Invoices to be received account"
"","2021 PPR  1297391","2021 PPR  1297391","","15/09/2020","**","","-136.04","0.00","NZD","0.00","2021","202102","PPR","1297391 ITR","","24/08/2020","24/08/2020","ACE.006746155.0000005","2021.PPR.1297391","","0.00","","CG Invoices to be received account"
"","2021 PPR  1297647","2021 PPR  1297647","","15/09/2020","**","","-174.75","0.00","NZD","0.00","2021","202102","PPR","1297647 ITR","","25/08/2020","25/08/2020","ACE.006746740.0000029","2021.PPR.1297647","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300310","2021 PPR  1300310","","15/10/2020","**","","-137.01","0.00","NZD","0.00","2021","202103","PPR","1300310 ITR","","03/09/2020","03/09/2020","ACE.006742246.0000008","2021.PPR.1300310","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300357","2021 PPR  1300357","","15/10/2020","**","","-93.13","0.00","NZD","0.00","2021","202103","PPR","1300357 ITR","","03/09/2020","03/09/2020","ACE.006746434.0000011","2021.PPR.1300357","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300358","2021 PPR  1300358","","15/10/2020","**","","-92.94","0.00","NZD","0.00","2021","202103","PPR","1300358 ITR","","03/09/2020","03/09/2020","ACE.006746434.0000013","2021.PPR.1300358","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300884","2021 PPR  1300884","","15/10/2020","**","","78.00","0.00","NZD","0.00","2021","202103","PPR","1300884 ITR","","04/09/2020","04/09/2020","ACE.006674883.0000019","2021.PPR.1300884","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300885","2021 PPR  1300885","","15/10/2020","**","","14.79","0.00","NZD","0.00","2021","202103","PPR","1300885 ITR","","04/09/2020","04/09/2020","ACE.006704315.0000053","2021.PPR.1300885","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300886","2021 PPR  1300886","","15/10/2020","**","","13.52","0.00","NZD","0.00","2021","202103","PPR","1300886 ITR","","04/09/2020","04/09/2020","ACE.006704315.0000054","2021.PPR.1300886","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300894","2021 PPR  1300894","","15/10/2020","**","","-36.08","0.00","NZD","0.00","2021","202103","PPR","1300894 ITR","","04/09/2020","04/09/2020","ACE.006712151.0000011","2021.PPR.1300894","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300896","2021 PPR  1300896","","15/10/2020","**","","78.00","0.00","NZD","0.00","2021","202103","PPR","1300896 ITR","","04/09/2020","04/09/2020","ACE.006723816.0000016","2021.PPR.1300896","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300900","2021 PPR  1300900","","15/10/2020","**","","-37.44","0.00","NZD","0.00","2021","202103","PPR","1300900 ITR","","04/09/2020","04/09/2020","ACE.006724992.0000016","2021.PPR.1300900","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300901","2021 PPR  1300901","","15/10/2020","**","","-38.67","0.00","NZD","0.00","2021","202103","PPR","1300901 ITR","","04/09/2020","04/09/2020","ACE.006724992.0000017","2021.PPR.1300901","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300927","2021 PPR  1300927","","15/10/2020","**","","52.60","0.00","NZD","0.00","2021","202103","PPR","1300927 ITR","","04/09/2020","04/09/2020","ACE.006740339.0000016","2021.PPR.1300927","","0.00","","CG Invoices to be received account"
"","2021 PPR  1302381","2021 PPR  1302381","","15/10/2020","**","","-25.47","0.00","NZD","0.00","2021","202103","PPR","1302381 ITR","","09/09/2020","09/09/2020","ACE.006688308.0000019","2021.PPR.1302381","","0.00","","CG Invoices to be received account"
"","2021 PPR  1302406","2021 PPR  1302406","","15/10/2020","**","","-20.80","0.00","NZD","0.00","2021","202103","PPR","1302406 ITR","","09/09/2020","09/09/2020","ACE.006748430.0000015","2021.PPR.1302406","","0.00","","CG Invoices to be received account"
"","2021 PPR  1302409","2021 PPR  1302409","","15/10/2020","**","","-20.80","0.00","NZD","0.00","2021","202103","PPR","1302409 ITR","","09/09/2020","09/09/2020","ACE.006748430.0000024","2021.PPR.1302409","","0.00","","CG Invoices to be received account"
"","2021 PPR  1304013","2021 PPR  1304013","","15/10/2020","**","","-31.20","0.00","NZD","0.00","2021","202103","PPR","1304013 ITR","","14/09/2020","14/09/2020","ACE.006749159.0000020","2021.PPR.1304013","","0.00","","CG Invoices to be received account"
"","2021 PPR  1304014","2021 PPR  1304014","","15/10/2020","**","","-31.20","0.00","NZD","0.00","2021","202103","PPR","1304014 ITR","","14/09/2020","14/09/2020","ACE.006749159.0000022","2021.PPR.1304014","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305190","2021 PPR  1305190","","15/10/2020","**","","-39.33","0.00","NZD","0.00","2021","202103","PPR","1305190 ITR","","16/09/2020","16/09/2020","ACE.006737734.0000009","2021.PPR.1305190","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305191","2021 PPR  1305191","","15/10/2020","**","","-39.18","0.00","NZD","0.00","2021","202103","PPR","1305191 ITR","","16/09/2020","16/09/2020","ACE.006737734.0000011","2021.PPR.1305191","","0.00","","CG Invoices to be received account"
"","2021 PPR  1308080","2021 PPR  1308080","","15/10/2020","**","","-96.81","0.00","NZD","0.00","2021","202103","PPR","1308080 ITR","","24/09/2020","24/09/2020","ACE.006752618.0000016","2021.PPR.1308080","","0.00","","CG Invoices to be received account"
"","2021 PPR  1311095","2021 PPR  1311095","","15/11/2020","**","","-92.94","0.00","NZD","0.00","2021","202104","PPR","1311095 ITR","","01/10/2020","01/10/2020","ACE.006750458.0000013","2021.PPR.1311095","","0.00","","CG Invoices to be received account"
"","2021 PPR  1311096","2021 PPR  1311096","","15/11/2020","**","","-93.13","0.00","NZD","0.00","2021","202104","PPR","1311096 ITR","","01/10/2020","01/10/2020","ACE.006750458.0000011","2021.PPR.1311096","","0.00","","CG Invoices to be received account"
"","2021 PPR  1311625","2021 PPR  1311625","","15/11/2020","**","","-267.99","0.00","NZD","0.00","2021","202104","PPR","1311625 ITR","","02/10/2020","02/10/2020","ACE.006752764.0000014","2021.PPR.1311625","","0.00","","CG Invoices to be received account"
"","2021 PPR  1311627","2021 PPR  1311627","","15/11/2020","**","","-96.97","0.00","NZD","0.00","2021","202104","PPR","1311627 ITR","","02/10/2020","02/10/2020","ACE.006752764.0000016","2021.PPR.1311627","","0.00","","CG Invoices to be received account"
"","2021 PPR  1311628","2021 PPR  1311628","","15/11/2020","**","","-91.08","0.00","NZD","0.00","2021","202104","PPR","1311628 ITR","","02/10/2020","02/10/2020","ACE.006752764.0000026","2021.PPR.1311628","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312277","2021 PPR  1312277","","15/11/2020","**","","-36.40","0.00","NZD","0.00","2021","202104","PPR","1312277 ITR","","05/10/2020","05/10/2020","ACE.006738633.0000028","2021.PPR.1312277","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312278","2021 PPR  1312278","","15/11/2020","**","","-36.40","0.00","NZD","0.00","2021","202104","PPR","1312278 ITR","","05/10/2020","05/10/2020","ACE.006738633.0000030","2021.PPR.1312278","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312284","2021 PPR  1312284","","15/11/2020","**","","-18.20","0.00","NZD","0.00","2021","202104","PPR","1312284 ITR","","05/10/2020","05/10/2020","ACE.006752382.0000005","2021.PPR.1312284","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312286","2021 PPR  1312286","","15/11/2020","**","","-18.20","0.00","NZD","0.00","2021","202104","PPR","1312286 ITR","","05/10/2020","05/10/2020","ACE.006752382.0000008","2021.PPR.1312286","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312810","2021 PPR  1312810","","15/11/2020","**","","-290.38","0.00","NZD","0.00","2021","202104","PPR","1312810 ITR","","06/10/2020","06/10/2020","ACE.006754340.0000012","2021.PPR.1312810","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312812","2021 PPR  1312812","","15/11/2020","**","","-96.67","0.00","NZD","0.00","2021","202104","PPR","1312812 ITR","","06/10/2020","06/10/2020","ACE.006754340.0000016","2021.PPR.1312812","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312854","2021 PPR  1312854","","15/11/2020","**","","-37.93","0.00","NZD","0.00","2021","202104","PPR","1312854 ITR","","06/10/2020","06/10/2020","ACE.006752505.0000013","2021.PPR.1312854","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314683","2021 PPR  1314683","","15/11/2020","**","","-293.79","0.00","NZD","0.00","2021","202104","PPR","1314683 ITR","","09/10/2020","09/10/2020","ACE.006754972.0000020","2021.PPR.1314683","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314684","2021 PPR  1314684","","15/11/2020","**","","-263.43","0.00","NZD","0.00","2021","202104","PPR","1314684 ITR","","09/10/2020","09/10/2020","ACE.006754972.0000024","2021.PPR.1314684","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314685","2021 PPR  1314685","","15/11/2020","**","","-289.73","0.00","NZD","0.00","2021","202104","PPR","1314685 ITR","","09/10/2020","09/10/2020","ACE.006754972.0000030","2021.PPR.1314685","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314687","2021 PPR  1314687","","15/11/2020","**","","-263.90","0.00","NZD","0.00","2021","202104","PPR","1314687 ITR","","09/10/2020","09/10/2020","ACE.006755694.0000005","2021.PPR.1314687","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314691","2021 PPR  1314691","","15/11/2020","**","","-246.12","0.00","NZD","0.00","2021","202104","PPR","1314691 ITR","","09/10/2020","09/10/2020","ACE.006756341.0000004","2021.PPR.1314691","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314694","2021 PPR  1314694","","15/11/2020","**","","-172.74","0.00","NZD","0.00","2021","202104","PPR","1314694 ITR","","09/10/2020","09/10/2020","ACE.006755000.0000004","2021.PPR.1314694","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314726","2021 PPR  1314726","","15/11/2020","**","","-15.60","0.00","NZD","0.00","2021","202104","PPR","1314726 ITR","","09/10/2020","09/10/2020","ACE.006741604.0000009","2021.PPR.1314726","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314727","2021 PPR  1314727","","15/11/2020","**","","-39.89","0.00","NZD","0.00","2021","202104","PPR","1314727 ITR","","09/10/2020","09/10/2020","ACE.006741604.0000011","2021.PPR.1314727","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314925","2021 PPR  1314925","","15/11/2020","**","","263.43","0.00","NZD","0.00","2021","202104","PPR","1314925 ITR","","09/10/2020","09/10/2020","ACE.006754972.0000032","2021.PPR.1314925","","0.00","","CG Invoices to be received account"
"","2021 PPR  1318928","2021 PPR  1318928","","15/11/2020","**","","-190.77","0.00","NZD","0.00","2021","202104","PPR","1318928 ITR","","19/10/2020","19/10/2020","ACE.006754972.0000040","2021.PPR.1318928","","0.00","","CG Invoices to be received account"
"","2021 PPR  1320343","2021 PPR  1320343","","15/11/2020","**","","96.97","0.00","NZD","0.00","2021","202104","PPR","1320343 ITR","","21/10/2020","21/10/2020","ACE.006752764.0000029","2021.PPR.1320343","","0.00","","CG Invoices to be received account"
"","2021 PPR  1320346","2021 PPR  1320346","","15/11/2020","**","","-246.12","0.00","NZD","0.00","2021","202104","PPR","1320346 ITR","","21/10/2020","21/10/2020","ACE.006756341.0000014","2021.PPR.1320346","","0.00","","CG Invoices to be received account"
"","2021 PPR  1321591","2021 PPR  1321591","","15/11/2020","**","","-206.61","0.00","NZD","0.00","2021","202104","PPR","1321591 ITR","","23/10/2020","23/10/2020","ACE.006759324.0000004","2021.PPR.1321591","","0.00","","CG Invoices to be received account"
"","2021 PPR  1321594","2021 PPR  1321594","","15/11/2020","**","","-255.71","0.00","NZD","0.00","2021","202104","PPR","1321594 ITR","","23/10/2020","23/10/2020","ACE.006760377.0000005","2021.PPR.1321594","","0.00","","CG Invoices to be received account"
"","2021 PPR  1325301","2021 PPR  1325301","","15/11/2020","**","","-166.00","0.00","NZD","0.00","2021","202104","PPR","1325301 ITR","","30/10/2020","30/10/2020","ACE.006754922.0000011","2021.PPR.1325301","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326097","2021 PPR  1326097","","15/12/2020","**","","-248.61","0.00","NZD","0.00","2021","202105","PPR","1326097 ITR","","02/11/2020","02/11/2020","ACE.006762063.0000005","2021.PPR.1326097","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326174","2021 PPR  1326174","","15/12/2020","**","","-41.60","0.00","NZD","0.00","2021","202105","PPR","1326174 ITR","","02/11/2020","02/11/2020","ACE.006759023.0000011","2021.PPR.1326174","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326196","2021 PPR  1326196","","15/12/2020","**","","-82.56","0.00","NZD","0.00","2021","202105","PPR","1326196 ITR","","02/11/2020","02/11/2020","ACE.006710638.0000040","2021.PPR.1326196","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326197","2021 PPR  1326197","","15/12/2020","**","","-42.66","0.00","NZD","0.00","2021","202105","PPR","1326197 ITR","","02/11/2020","02/11/2020","ACE.006710638.0000028","2021.PPR.1326197","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326198","2021 PPR  1326198","","15/12/2020","**","","-43.15","0.00","NZD","0.00","2021","202105","PPR","1326198 ITR","","02/11/2020","02/11/2020","ACE.006710638.0000030","2021.PPR.1326198","","0.00","","CG Invoices to be received account"
"","2021 PPR  1328393","2021 PPR  1328393","","15/12/2020","**","","-54.59","0.00","NZD","0.00","2021","202105","PPR","1328393 ITR","","05/11/2020","05/11/2020","ACE.006755137.0000027","2021.PPR.1328393","","0.00","","CG Invoices to be received account"
"","2021 PPR  1328394","2021 PPR  1328394","","15/12/2020","**","","-64.59","0.00","NZD","0.00","2021","202105","PPR","1328394 ITR","","05/11/2020","05/11/2020","ACE.006755137.0000029","2021.PPR.1328394","","0.00","","CG Invoices to be received account"
"","2021 PPR  1328395","2021 PPR  1328395","","15/12/2020","**","","-57.75","0.00","NZD","0.00","2021","202105","PPR","1328395 ITR","","05/11/2020","05/11/2020","ACE.006755137.0000031","2021.PPR.1328395","","0.00","","CG Invoices to be received account"
