sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1273415","2020 PPR  1273415","","02/07/2020","**","","-58.20","0.00","NZD","0.00","2020","202012","PPR","1273415 ITR","","25/06/2020","25/06/2020","ACE.006732641.0000004","2020.PPR.1273415","","0.00","","CG Invoices to be received account"
"","2020 PPR  1273416","2020 PPR  1273416","","02/07/2020","**","","-58.20","0.00","NZD","0.00","2020","202012","PPR","1273416 ITR","","25/06/2020","25/06/2020","ACE.006732641.0000006","2020.PPR.1273416","","0.00","","CG Invoices to be received account"
"","2020 PPR  1273453","2020 PPR  1273453","","02/07/2020","**","","-24.00","0.00","NZD","0.00","2020","202012","PPR","1273453 ITR","","25/06/2020","25/06/2020","ACE.006732678.0000004","2020.PPR.1273453","","0.00","","CG Invoices to be received account"
"","2020 PPR  1273454","2020 PPR  1273454","","02/07/2020","**","","-24.00","0.00","NZD","0.00","2020","202012","PPR","1273454 ITR","","25/06/2020","25/06/2020","ACE.006732678.0000006","2020.PPR.1273454","","0.00","","CG Invoices to be received account"
"","2020 PPR  1273468","2020 PPR  1273468","","02/07/2020","**","","-29.40","0.00","NZD","0.00","2020","202012","PPR","1273468 ITR","","25/06/2020","25/06/2020","ACE.006732687.0000006","2020.PPR.1273468","","0.00","","CG Invoices to be received account"
"","2020 PPR  1273476","2020 PPR  1273476","","02/07/2020","**","","-37.00","0.00","NZD","0.00","2020","202012","PPR","1273476 ITR","","25/06/2020","25/06/2020","ACE.006732678.0000010","2020.PPR.1273476","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274304","2020 PPR  1274304","","06/07/2020","**","","26.70","0.00","NZD","0.00","2020","202012","PPR","1274304 ITR","","29/06/2020","29/06/2020","ACE.006732075.0000014","2020.PPR.1274304","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274305","2020 PPR  1274305","","06/07/2020","**","","-26.70","0.00","NZD","0.00","2020","202012","PPR","1274305 ITR","","29/06/2020","29/06/2020","ACE.006732075.0000019","2020.PPR.1274305","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274321","2020 PPR  1274321","","06/07/2020","**","","-19.50","0.00","NZD","0.00","2020","202012","PPR","1274321 ITR","","29/06/2020","29/06/2020","ACE.006733356.0000004","2020.PPR.1274321","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274329","2020 PPR  1274329","","06/07/2020","**","","-42.00","0.00","NZD","0.00","2020","202012","PPR","1274329 ITR","","29/06/2020","29/06/2020","ACE.006733367.0000002","2020.PPR.1274329","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274794","2020 PPR  1274794","","07/07/2020","**","","-21.30","0.00","NZD","0.00","2020","202012","PPR","1274794 ITR","","30/06/2020","30/06/2020","ACE.006725756.0000034","2020.PPR.1274794","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274795","2020 PPR  1274795","","07/07/2020","**","","-101.40","0.00","NZD","0.00","2020","202012","PPR","1274795 ITR","","30/06/2020","30/06/2020","ACE.006733735.0000005","2020.PPR.1274795","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274796","2020 PPR  1274796","","07/07/2020","**","","-101.40","0.00","NZD","0.00","2020","202012","PPR","1274796 ITR","","30/06/2020","30/06/2020","ACE.006733735.0000007","2020.PPR.1274796","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274825","2020 PPR  1274825","","07/07/2020","**","","-59.10","0.00","NZD","0.00","2020","202012","PPR","1274825 ITR","","30/06/2020","30/06/2020","ACE.006733775.0000004","2020.PPR.1274825","","0.00","","CG Invoices to be received account"
"","2020 PPR  1274826","2020 PPR  1274826","","07/07/2020","**","","-59.10","0.00","NZD","0.00","2020","202012","PPR","1274826 ITR","","30/06/2020","30/06/2020","ACE.006733775.0000006","2020.PPR.1274826","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275297","2021 PPR  1275297","","08/07/2020","**","","-77.10","0.00","NZD","0.00","2021","202101","PPR","1275297 ITR","","01/07/2020","01/07/2020","ACE.006734052.0000006","2021.PPR.1275297","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275300","2021 PPR  1275300","","08/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1275300 ITR","","01/07/2020","01/07/2020","ACE.006733404.0000009","2021.PPR.1275300","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275306","2021 PPR  1275306","","08/07/2020","**","","-61.80","0.00","NZD","0.00","2021","202101","PPR","1275306 ITR","","01/07/2020","01/07/2020","ACE.006734066.0000004","2021.PPR.1275306","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275356","2021 PPR  1275356","","08/07/2020","**","","-29.40","0.00","NZD","0.00","2021","202101","PPR","1275356 ITR","","01/07/2020","01/07/2020","ACE.006734134.0000008","2021.PPR.1275356","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275357","2021 PPR  1275357","","08/07/2020","**","","-29.40","0.00","NZD","0.00","2021","202101","PPR","1275357 ITR","","01/07/2020","01/07/2020","ACE.006734134.0000010","2021.PPR.1275357","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275370","2021 PPR  1275370","","08/07/2020","**","","-104.10","0.00","NZD","0.00","2021","202101","PPR","1275370 ITR","","01/07/2020","01/07/2020","ACE.006734143.0000010","2021.PPR.1275370","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275371","2021 PPR  1275371","","08/07/2020","**","","-104.10","0.00","NZD","0.00","2021","202101","PPR","1275371 ITR","","01/07/2020","01/07/2020","ACE.006734143.0000012","2021.PPR.1275371","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275564","2021 PPR  1275564","","08/07/2020","**","","-50.40","0.00","NZD","0.00","2021","202101","PPR","1275564 ITR","","01/07/2020","01/07/2020","ACE.006734300.0000004","2021.PPR.1275564","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275565","2021 PPR  1275565","","08/07/2020","**","","-50.40","0.00","NZD","0.00","2021","202101","PPR","1275565 ITR","","01/07/2020","01/07/2020","ACE.006734300.0000006","2021.PPR.1275565","","0.00","","CG Invoices to be received account"
"","2021 PPR  1275782","2021 PPR  1275782","","09/07/2020","**","","-70.20","0.00","NZD","0.00","2021","202101","PPR","1275782 ITR","","02/07/2020","02/07/2020","ACE.006734332.0000010","2021.PPR.1275782","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276133","2021 PPR  1276133","","09/07/2020","**","","-57.60","0.00","NZD","0.00","2021","202101","PPR","1276133 ITR","","02/07/2020","02/07/2020","ACE.006734570.0000004","2021.PPR.1276133","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276134","2021 PPR  1276134","","09/07/2020","**","","-57.60","0.00","NZD","0.00","2021","202101","PPR","1276134 ITR","","02/07/2020","02/07/2020","ACE.006734570.0000006","2021.PPR.1276134","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276155","2021 PPR  1276155","","09/07/2020","**","","-52.20","0.00","NZD","0.00","2021","202101","PPR","1276155 ITR","","02/07/2020","02/07/2020","ACE.006734577.0000006","2021.PPR.1276155","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276156","2021 PPR  1276156","","09/07/2020","**","","-52.20","0.00","NZD","0.00","2021","202101","PPR","1276156 ITR","","02/07/2020","02/07/2020","ACE.006734577.0000008","2021.PPR.1276156","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276782","2021 PPR  1276782","","11/07/2020","**","","-18.00","0.00","NZD","0.00","2021","202101","PPR","1276782 ITR","","04/07/2020","04/07/2020","ACE.006734900.0000009","2021.PPR.1276782","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276783","2021 PPR  1276783","","11/07/2020","**","","-18.00","0.00","NZD","0.00","2021","202101","PPR","1276783 ITR","","04/07/2020","04/07/2020","ACE.006734900.0000011","2021.PPR.1276783","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276888","2021 PPR  1276888","","12/07/2020","**","","-57.60","0.00","NZD","0.00","2021","202101","PPR","1276888 ITR","","05/07/2020","05/07/2020","ACE.006734928.0000004","2021.PPR.1276888","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276889","2021 PPR  1276889","","12/07/2020","**","","-57.60","0.00","NZD","0.00","2021","202101","PPR","1276889 ITR","","05/07/2020","05/07/2020","ACE.006734928.0000006","2021.PPR.1276889","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276894","2021 PPR  1276894","","12/07/2020","**","","-55.80","0.00","NZD","0.00","2021","202101","PPR","1276894 ITR","","05/07/2020","05/07/2020","ACE.006734934.0000005","2021.PPR.1276894","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276901","2021 PPR  1276901","","12/07/2020","**","","-40.50","0.00","NZD","0.00","2021","202101","PPR","1276901 ITR","","05/07/2020","05/07/2020","ACE.006734958.0000006","2021.PPR.1276901","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276902","2021 PPR  1276902","","12/07/2020","**","","-40.50","0.00","NZD","0.00","2021","202101","PPR","1276902 ITR","","05/07/2020","05/07/2020","ACE.006734958.0000008","2021.PPR.1276902","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276903","2021 PPR  1276903","","12/07/2020","**","","-57.60","0.00","NZD","0.00","2021","202101","PPR","1276903 ITR","","05/07/2020","05/07/2020","ACE.006734959.0000004","2021.PPR.1276903","","0.00","","CG Invoices to be received account"
"","2021 PPR  1276904","2021 PPR  1276904","","12/07/2020","**","","-68.40","0.00","NZD","0.00","2021","202101","PPR","1276904 ITR","","05/07/2020","05/07/2020","ACE.006734959.0000006","2021.PPR.1276904","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277003","2021 PPR  1277003","","13/07/2020","**","","-54.00","0.00","NZD","0.00","2021","202101","PPR","1277003 ITR","","06/07/2020","06/07/2020","ACE.006735071.0000004","2021.PPR.1277003","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277004","2021 PPR  1277004","","13/07/2020","**","","-76.00","0.00","NZD","0.00","2021","202101","PPR","1277004 ITR","","06/07/2020","06/07/2020","ACE.006735071.0000006","2021.PPR.1277004","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277035","2021 PPR  1277035","","13/07/2020","**","","-72.00","0.00","NZD","0.00","2021","202101","PPR","1277035 ITR","","06/07/2020","06/07/2020","ACE.006735131.0000007","2021.PPR.1277035","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277036","2021 PPR  1277036","","13/07/2020","**","","-72.00","0.00","NZD","0.00","2021","202101","PPR","1277036 ITR","","06/07/2020","06/07/2020","ACE.006735131.0000009","2021.PPR.1277036","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277038","2021 PPR  1277038","","13/07/2020","**","","-81.00","0.00","NZD","0.00","2021","202101","PPR","1277038 ITR","","06/07/2020","06/07/2020","ACE.006735110.0000008","2021.PPR.1277038","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277039","2021 PPR  1277039","","13/07/2020","**","","-54.00","0.00","NZD","0.00","2021","202101","PPR","1277039 ITR","","06/07/2020","06/07/2020","ACE.006735110.0000010","2021.PPR.1277039","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277042","2021 PPR  1277042","","13/07/2020","**","","-60.00","0.00","NZD","0.00","2021","202101","PPR","1277042 ITR","","06/07/2020","06/07/2020","ACE.006735110.0000009","2021.PPR.1277042","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277048","2021 PPR  1277048","","13/07/2020","**","","-19.50","0.00","NZD","0.00","2021","202101","PPR","1277048 ITR","","06/07/2020","06/07/2020","ACE.006735139.0000004","2021.PPR.1277048","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277049","2021 PPR  1277049","","13/07/2020","**","","-19.50","0.00","NZD","0.00","2021","202101","PPR","1277049 ITR","","06/07/2020","06/07/2020","ACE.006735139.0000006","2021.PPR.1277049","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277518","2021 PPR  1277518","","14/07/2020","**","","-67.20","0.00","NZD","0.00","2021","202101","PPR","1277518 ITR","","07/07/2020","07/07/2020","ACE.006735231.0000007","2021.PPR.1277518","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277519","2021 PPR  1277519","","14/07/2020","**","","-67.20","0.00","NZD","0.00","2021","202101","PPR","1277519 ITR","","07/07/2020","07/07/2020","ACE.006735231.0000009","2021.PPR.1277519","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277664","2021 PPR  1277664","","14/07/2020","**","","-71.00","0.00","NZD","0.00","2021","202101","PPR","1277664 ITR","","07/07/2020","07/07/2020","ACE.006733002.0000013","2021.PPR.1277664","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277705","2021 PPR  1277705","","14/07/2020","**","","-20.00","0.00","NZD","0.00","2021","202101","PPR","1277705 ITR","","07/07/2020","07/07/2020","ACE.006735571.0000006","2021.PPR.1277705","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277706","2021 PPR  1277706","","14/07/2020","**","","-71.00","0.00","NZD","0.00","2021","202101","PPR","1277706 ITR","","07/07/2020","07/07/2020","ACE.006735571.0000008","2021.PPR.1277706","","0.00","","CG Invoices to be received account"
"","2021 PPR  1278149","2021 PPR  1278149","","15/07/2020","**","","-71.00","0.00","NZD","0.00","2021","202101","PPR","1278149 ITR","","08/07/2020","08/07/2020","ACE.006735858.0000007","2021.PPR.1278149","","0.00","","CG Invoices to be received account"
"","2021 PPR  1278626","2021 PPR  1278626","","16/07/2020","**","","-56.40","0.00","NZD","0.00","2021","202101","PPR","1278626 ITR","","09/07/2020","09/07/2020","ACE.006736134.0000004","2021.PPR.1278626","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279462","2021 PPR  1279462","","17/07/2020","**","","24.00","0.00","NZD","0.00","2021","202101","PPR","1279462 ITR","","10/07/2020","10/07/2020","ACE.006732678.0000018","2021.PPR.1279462","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279600","2021 PPR  1279600","","18/07/2020","**","","-59.10","0.00","NZD","0.00","2021","202101","PPR","1279600 ITR","","11/07/2020","11/07/2020","ACE.006736747.0000004","2021.PPR.1279600","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279603","2021 PPR  1279603","","18/07/2020","**","","-38.40","0.00","NZD","0.00","2021","202101","PPR","1279603 ITR","","11/07/2020","11/07/2020","ACE.006736748.0000007","2021.PPR.1279603","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279605","2021 PPR  1279605","","18/07/2020","**","","-71.70","0.00","NZD","0.00","2021","202101","PPR","1279605 ITR","","11/07/2020","11/07/2020","ACE.006736751.0000004","2021.PPR.1279605","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279606","2021 PPR  1279606","","18/07/2020","**","","-71.70","0.00","NZD","0.00","2021","202101","PPR","1279606 ITR","","11/07/2020","11/07/2020","ACE.006736751.0000006","2021.PPR.1279606","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279607","2021 PPR  1279607","","18/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1279607 ITR","","11/07/2020","11/07/2020","ACE.006736751.0000008","2021.PPR.1279607","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279608","2021 PPR  1279608","","18/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1279608 ITR","","11/07/2020","11/07/2020","ACE.006736751.0000010","2021.PPR.1279608","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279609","2021 PPR  1279609","","18/07/2020","**","","-79.80","0.00","NZD","0.00","2021","202101","PPR","1279609 ITR","","11/07/2020","11/07/2020","ACE.006736013.0000015","2021.PPR.1279609","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279613","2021 PPR  1279613","","18/07/2020","**","","-65.40","0.00","NZD","0.00","2021","202101","PPR","1279613 ITR","","11/07/2020","11/07/2020","ACE.006736752.0000004","2021.PPR.1279613","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279614","2021 PPR  1279614","","18/07/2020","**","","-65.40","0.00","NZD","0.00","2021","202101","PPR","1279614 ITR","","11/07/2020","11/07/2020","ACE.006736752.0000006","2021.PPR.1279614","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279618","2021 PPR  1279618","","18/07/2020","**","","-61.80","0.00","NZD","0.00","2021","202101","PPR","1279618 ITR","","11/07/2020","11/07/2020","ACE.006736753.0000004","2021.PPR.1279618","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279619","2021 PPR  1279619","","18/07/2020","**","","-57.30","0.00","NZD","0.00","2021","202101","PPR","1279619 ITR","","11/07/2020","11/07/2020","ACE.006736753.0000006","2021.PPR.1279619","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279631","2021 PPR  1279631","","18/07/2020","**","","-69.90","0.00","NZD","0.00","2021","202101","PPR","1279631 ITR","","11/07/2020","11/07/2020","ACE.006736757.0000004","2021.PPR.1279631","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279633","2021 PPR  1279633","","18/07/2020","**","","-59.10","0.00","NZD","0.00","2021","202101","PPR","1279633 ITR","","11/07/2020","11/07/2020","ACE.006736757.0000008","2021.PPR.1279633","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279634","2021 PPR  1279634","","18/07/2020","**","","-69.90","0.00","NZD","0.00","2021","202101","PPR","1279634 ITR","","11/07/2020","11/07/2020","ACE.006736757.0000010","2021.PPR.1279634","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279641","2021 PPR  1279641","","18/07/2020","**","","-71.70","0.00","NZD","0.00","2021","202101","PPR","1279641 ITR","","11/07/2020","11/07/2020","ACE.006736759.0000004","2021.PPR.1279641","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279652","2021 PPR  1279652","","18/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1279652 ITR","","11/07/2020","11/07/2020","ACE.006736771.0000004","2021.PPR.1279652","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279653","2021 PPR  1279653","","18/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1279653 ITR","","11/07/2020","11/07/2020","ACE.006736771.0000006","2021.PPR.1279653","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279659","2021 PPR  1279659","","18/07/2020","**","","-26.70","0.00","NZD","0.00","2021","202101","PPR","1279659 ITR","","11/07/2020","11/07/2020","ACE.006736772.0000006","2021.PPR.1279659","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279660","2021 PPR  1279660","","18/07/2020","**","","-19.50","0.00","NZD","0.00","2021","202101","PPR","1279660 ITR","","11/07/2020","11/07/2020","ACE.006736772.0000008","2021.PPR.1279660","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279661","2021 PPR  1279661","","18/07/2020","**","","-19.50","0.00","NZD","0.00","2021","202101","PPR","1279661 ITR","","11/07/2020","11/07/2020","ACE.006736772.0000010","2021.PPR.1279661","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279662","2021 PPR  1279662","","18/07/2020","**","","-26.70","0.00","NZD","0.00","2021","202101","PPR","1279662 ITR","","11/07/2020","11/07/2020","ACE.006736772.0000012","2021.PPR.1279662","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279663","2021 PPR  1279663","","18/07/2020","**","","-65.40","0.00","NZD","0.00","2021","202101","PPR","1279663 ITR","","11/07/2020","11/07/2020","ACE.006736180.0000016","2021.PPR.1279663","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279669","2021 PPR  1279669","","18/07/2020","**","","-65.40","0.00","NZD","0.00","2021","202101","PPR","1279669 ITR","","11/07/2020","11/07/2020","ACE.006734924.0000009","2021.PPR.1279669","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279683","2021 PPR  1279683","","18/07/2020","**","","-34.80","0.00","NZD","0.00","2021","202101","PPR","1279683 ITR","","11/07/2020","11/07/2020","ACE.006736779.0000004","2021.PPR.1279683","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279729","2021 PPR  1279729","","19/07/2020","**","","-36.60","0.00","NZD","0.00","2021","202101","PPR","1279729 ITR","","12/07/2020","12/07/2020","ACE.006736801.0000004","2021.PPR.1279729","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279731","2021 PPR  1279731","","19/07/2020","**","","-59.10","0.00","NZD","0.00","2021","202101","PPR","1279731 ITR","","12/07/2020","12/07/2020","ACE.006736801.0000008","2021.PPR.1279731","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279732","2021 PPR  1279732","","19/07/2020","**","","-36.60","0.00","NZD","0.00","2021","202101","PPR","1279732 ITR","","12/07/2020","12/07/2020","ACE.006736801.0000010","2021.PPR.1279732","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279733","2021 PPR  1279733","","19/07/2020","**","","-53.70","0.00","NZD","0.00","2021","202101","PPR","1279733 ITR","","12/07/2020","12/07/2020","ACE.006736803.0000002","2021.PPR.1279733","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279748","2021 PPR  1279748","","20/07/2020","**","","-42.00","0.00","NZD","0.00","2021","202101","PPR","1279748 ITR","","13/07/2020","13/07/2020","ACE.006736811.0000006","2021.PPR.1279748","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279749","2021 PPR  1279749","","20/07/2020","**","","-42.00","0.00","NZD","0.00","2021","202101","PPR","1279749 ITR","","13/07/2020","13/07/2020","ACE.006736811.0000008","2021.PPR.1279749","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279750","2021 PPR  1279750","","20/07/2020","**","","-63.60","0.00","NZD","0.00","2021","202101","PPR","1279750 ITR","","13/07/2020","13/07/2020","ACE.006736812.0000010","2021.PPR.1279750","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279751","2021 PPR  1279751","","20/07/2020","**","","-63.60","0.00","NZD","0.00","2021","202101","PPR","1279751 ITR","","13/07/2020","13/07/2020","ACE.006736812.0000012","2021.PPR.1279751","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279752","2021 PPR  1279752","","20/07/2020","**","","-42.00","0.00","NZD","0.00","2021","202101","PPR","1279752 ITR","","13/07/2020","13/07/2020","ACE.006736812.0000014","2021.PPR.1279752","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279753","2021 PPR  1279753","","20/07/2020","**","","-42.00","0.00","NZD","0.00","2021","202101","PPR","1279753 ITR","","13/07/2020","13/07/2020","ACE.006736812.0000016","2021.PPR.1279753","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279764","2021 PPR  1279764","","20/07/2020","**","","-61.80","0.00","NZD","0.00","2021","202101","PPR","1279764 ITR","","13/07/2020","13/07/2020","ACE.006736828.0000006","2021.PPR.1279764","","0.00","","CG Invoices to be received account"
"","2021 PPR  1279792","2021 PPR  1279792","","20/07/2020","**","","-19.50","0.00","NZD","0.00","2021","202101","PPR","1279792 ITR","","13/07/2020","13/07/2020","ACE.006736857.0000006","2021.PPR.1279792","","0.00","","CG Invoices to be received account"
