sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2022 PPR  1466042","2022 PPR  1466042","","15/10/2021","**","","-1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466042 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000032","2022.PPR.1466042","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466204","2022 PPR  1466204","","15/10/2021","**","","1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466204 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000033","2022.PPR.1466204","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466205","2022 PPR  1466205","","15/10/2021","**","","1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466205 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000035","2022.PPR.1466205","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466206","2022 PPR  1466206","","15/10/2021","**","","-1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466206 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000034","2022.PPR.1466206","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466207","2022 PPR  1466207","","15/10/2021","**","","-1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466207 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000036","2022.PPR.1466207","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466212","2022 PPR  1466212","","15/10/2021","**","","1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466212 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000037","2022.PPR.1466212","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466214","2022 PPR  1466214","","15/10/2021","**","","-1,989.00","0.00","NZD","0.00","2022","202203","PPR","1466214 ITR","","09/09/2021","09/09/2021","ACE.006849595.0000038","2022.PPR.1466214","","0.00","","CG Invoices to be received account"
"","2022 PPR  1469877","2022 PPR  1469877","","15/10/2021","**","","-652.19","0.00","NZD","0.00","2022","202203","PPR","1469877 ITR","","24/09/2021","24/09/2021","ACE.006789137.0000026","2022.PPR.1469877","","0.00","","CG Invoices to be received account"
"","2022 PPR  1469878","2022 PPR  1469878","","15/10/2021","**","","-652.19","0.00","NZD","0.00","2022","202203","PPR","1469878 ITR","","24/09/2021","24/09/2021","ACE.006789138.0000021","2022.PPR.1469878","","0.00","","CG Invoices to be received account"
"","2022 PPR  1469880","2022 PPR  1469880","","15/10/2021","**","","-652.19","0.00","NZD","0.00","2022","202203","PPR","1469880 ITR","","24/09/2021","24/09/2021","ACE.006789140.0000022","2022.PPR.1469880","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507628","2022 PPR  1507628","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1507628 ITR","","21/03/2022","21/03/2022","ACE.006866635.0000028","2022.PPR.1507628","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507629","2022 PPR  1507629","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1507629 ITR","","21/03/2022","21/03/2022","ACE.006866635.0000030","2022.PPR.1507629","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507630","2022 PPR  1507630","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1507630 ITR","","21/03/2022","21/03/2022","ACE.006866635.0000032","2022.PPR.1507630","","0.00","","CG Invoices to be received account"
"","2022 PPR  1508352","2022 PPR  1508352","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1508352 ITR","","24/03/2022","24/03/2022","ACE.006866635.0000038","2022.PPR.1508352","","0.00","","CG Invoices to be received account"
"","2022 PPR  1508353","2022 PPR  1508353","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1508353 ITR","","24/03/2022","24/03/2022","ACE.006866635.0000040","2022.PPR.1508353","","0.00","","CG Invoices to be received account"
"","2022 PPR  1508354","2022 PPR  1508354","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1508354 ITR","","24/03/2022","24/03/2022","ACE.006866635.0000036","2022.PPR.1508354","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509167","2022 PPR  1509167","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509167 ITR","","28/03/2022","28/03/2022","ACE.006866635.0000052","2022.PPR.1509167","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509168","2022 PPR  1509168","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509168 ITR","","28/03/2022","28/03/2022","ACE.006866635.0000054","2022.PPR.1509168","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509170","2022 PPR  1509170","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509170 ITR","","28/03/2022","28/03/2022","ACE.006866635.0000050","2022.PPR.1509170","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509224","2022 PPR  1509224","","15/04/2022","**","","-1,501.00","0.00","NZD","0.00","2022","202209","PPR","1509224 ITR","","28/03/2022","28/03/2022","ACE.006872202.0000027","2022.PPR.1509224","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509231","2022 PPR  1509231","","15/04/2022","**","","-1,501.00","0.00","NZD","0.00","2022","202209","PPR","1509231 ITR","","28/03/2022","28/03/2022","ACE.006872199.0000101","2022.PPR.1509231","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509232","2022 PPR  1509232","","15/04/2022","**","","-1,501.00","0.00","NZD","0.00","2022","202209","PPR","1509232 ITR","","28/03/2022","28/03/2022","ACE.006872199.0000103","2022.PPR.1509232","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509234","2022 PPR  1509234","","15/04/2022","**","","-1,501.00","0.00","NZD","0.00","2022","202209","PPR","1509234 ITR","","28/03/2022","28/03/2022","ACE.006872195.0000028","2022.PPR.1509234","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509802","2022 PPR  1509802","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509802 ITR","","30/03/2022","30/03/2022","ACE.006874031.0000007","2022.PPR.1509802","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509803","2022 PPR  1509803","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509803 ITR","","30/03/2022","30/03/2022","ACE.006874031.0000009","2022.PPR.1509803","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509804","2022 PPR  1509804","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509804 ITR","","30/03/2022","30/03/2022","ACE.006874031.0000011","2022.PPR.1509804","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509826","2022 PPR  1509826","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509826 ITR","","30/03/2022","30/03/2022","ACE.006866635.0000068","2022.PPR.1509826","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509827","2022 PPR  1509827","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509827 ITR","","30/03/2022","30/03/2022","ACE.006866635.0000070","2022.PPR.1509827","","0.00","","CG Invoices to be received account"
"","2022 PPR  1509828","2022 PPR  1509828","","15/04/2022","**","","-1,593.00","0.00","NZD","0.00","2022","202209","PPR","1509828 ITR","","30/03/2022","30/03/2022","ACE.006866635.0000072","2022.PPR.1509828","","0.00","","CG Invoices to be received account"
"","2022 PPR  1511963","2022 PPR  1511963","","15/05/2022","**","","1,593.00","0.00","NZD","0.00","2022","202210","PPR","1511963 ITR","","07/04/2022","07/04/2022","ACE.006866635.0000095","2022.PPR.1511963","","0.00","","CG Invoices to be received account"
"","2022 PPR  1511969","2022 PPR  1511969","","15/05/2022","**","","1,593.00","0.00","NZD","0.00","2022","202210","PPR","1511969 ITR","","07/04/2022","07/04/2022","ACE.006866635.0000096","2022.PPR.1511969","","0.00","","CG Invoices to be received account"
"","2022 PPR  1511970","2022 PPR  1511970","","15/05/2022","**","","1,593.00","0.00","NZD","0.00","2022","202210","PPR","1511970 ITR","","07/04/2022","07/04/2022","ACE.006866635.0000098","2022.PPR.1511970","","0.00","","CG Invoices to be received account"
"","2022 PPR  1511972","2022 PPR  1511972","","15/05/2022","**","","-4,854.93","0.00","NZD","0.00","2022","202210","PPR","1511972 ITR","","07/04/2022","07/04/2022","ACE.006866635.0000099","2022.PPR.1511972","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518207","2022 PPR  1518207","","15/05/2022","**","","-805.00","0.00","NZD","0.00","2022","202210","PPR","1518207 ITR","","27/04/2022","27/04/2022","ACE.006877027.0000036","2022.PPR.1518207","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518208","2022 PPR  1518208","","15/05/2022","**","","-805.00","0.00","NZD","0.00","2022","202210","PPR","1518208 ITR","","27/04/2022","27/04/2022","ACE.006877027.0000038","2022.PPR.1518208","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518209","2022 PPR  1518209","","15/05/2022","**","","-805.00","0.00","NZD","0.00","2022","202210","PPR","1518209 ITR","","27/04/2022","27/04/2022","ACE.006877027.0000040","2022.PPR.1518209","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518210","2022 PPR  1518210","","15/05/2022","**","","-805.00","0.00","NZD","0.00","2022","202210","PPR","1518210 ITR","","27/04/2022","27/04/2022","ACE.006877027.0000042","2022.PPR.1518210","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518215","2022 PPR  1518215","","15/05/2022","**","","-4,025.00","0.00","NZD","0.00","2022","202210","PPR","1518215 ITR","","27/04/2022","27/04/2022","ACE.006877038.0000031","2022.PPR.1518215","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518239","2022 PPR  1518239","","15/05/2022","**","","-805.00","0.00","NZD","0.00","2022","202210","PPR","1518239 ITR","","27/04/2022","27/04/2022","ACE.006877027.0000044","2022.PPR.1518239","","0.00","","CG Invoices to be received account"
"","2022 PPR  1539968","2022 PPR  1539968","","15/07/2022","**","","-470.00","0.00","NZD","0.00","2022","202212","PPR","1539968 ITR","","10/06/2022","10/06/2022","ACE.006872195.0000036","2022.PPR.1539968","","0.00","","CG Invoices to be received account"
"","2022 PPR  1539985","2022 PPR  1539985","","15/07/2022","**","","-470.00","0.00","NZD","0.00","2022","202212","PPR","1539985 ITR","","10/06/2022","10/06/2022","ACE.006872199.0000139","2022.PPR.1539985","","0.00","","CG Invoices to be received account"
"","2022 PPR  1540037","2022 PPR  1540037","","15/07/2022","**","","-679.74","0.00","NZD","0.00","2022","202212","PPR","1540037 ITR","","10/06/2022","10/06/2022","ACE.006886277.0000015","2022.PPR.1540037","","0.00","","CG Invoices to be received account"
"","2022 PPR  1540041","2022 PPR  1540041","","15/07/2022","**","","-679.74","0.00","NZD","0.00","2022","202212","PPR","1540041 ITR","","10/06/2022","10/06/2022","ACE.006886293.0000013","2022.PPR.1540041","","0.00","","CG Invoices to be received account"
"","2022 PPR  1543175","2022 PPR  1543175","","15/07/2022","**","","-318.73","0.00","NZD","0.00","2022","202212","PPR","1543175 ITR","","16/06/2022","16/06/2022","ACE.006895448.0000011","2022.PPR.1543175","","0.00","","CG Invoices to be received account"
"","2022 PPR  1546197","2022 PPR  1546197","","15/07/2022","**","","-323.06","0.00","AUD","-287.00","2022","202212","PPR","1546197 ITR","","22/06/2022","22/06/2022","ACE.006898465.0000011","2022.PPR.1546197","","0.00","","CG Invoices to be received account"
"","2022 PPR  1546945","2022 PPR  1546945","","15/07/2022","**","","-320.85","0.00","NZD","0.00","2022","202212","PPR","1546945 ITR","","23/06/2022","23/06/2022","ACE.006895481.0000013","2022.PPR.1546945","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552043","2023 PPR  1552043","","15/08/2022","**","","-247.80","0.00","NZD","0.00","2023","202301","PPR","1552043 ITR","","04/07/2022","04/07/2022","ACE.006898411.0000016","2023.PPR.1552043","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566953","2023 PPR  1566953","","15/09/2022","**","","-470.00","0.00","NZD","0.00","2023","202302","PPR","1566953 ITR","","04/08/2022","04/08/2022","ACE.006881735.0000035","2023.PPR.1566953","","0.00","","CG Invoices to be received account"
