sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1255536","2020 PPR  1255536","","19/03/2020","**","","119.00","0.00","NZD","0.00","2020","202009","PPR","1255536 ITR","","12/03/2020","12/03/2020","ACE.006705164.0000019","2020.PPR.1255536","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255552","2020 PPR  1255552","","19/03/2020","**","","191.00","0.00","NZD","0.00","2020","202009","PPR","1255552 ITR","","12/03/2020","12/03/2020","ACE.006711595.0000024","2020.PPR.1255552","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255553","2020 PPR  1255553","","19/03/2020","**","","191.00","0.00","NZD","0.00","2020","202009","PPR","1255553 ITR","","12/03/2020","12/03/2020","ACE.006711595.0000025","2020.PPR.1255553","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255556","2020 PPR  1255556","","19/03/2020","**","","191.00","0.00","NZD","0.00","2020","202009","PPR","1255556 ITR","","12/03/2020","12/03/2020","ACE.006711595.0000026","2020.PPR.1255556","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255557","2020 PPR  1255557","","19/03/2020","**","","191.00","0.00","NZD","0.00","2020","202009","PPR","1255557 ITR","","12/03/2020","12/03/2020","ACE.006711595.0000027","2020.PPR.1255557","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255565","2020 PPR  1255565","","19/03/2020","**","","119.00","0.00","NZD","0.00","2020","202009","PPR","1255565 ITR","","12/03/2020","12/03/2020","ACE.006712312.0000051","2020.PPR.1255565","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260906","2020 PPR  1260906","","25/03/2020","**","","-107.00","0.00","NZD","0.00","2020","202009","PPR","1260906 ITR","","18/03/2020","18/03/2020","ACE.006726617.0000003","2020.PPR.1260906","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260907","2020 PPR  1260907","","25/03/2020","**","","-107.00","0.00","NZD","0.00","2020","202009","PPR","1260907 ITR","","18/03/2020","18/03/2020","ACE.006726617.0000005","2020.PPR.1260907","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260908","2020 PPR  1260908","","25/03/2020","**","","-107.00","0.00","NZD","0.00","2020","202009","PPR","1260908 ITR","","18/03/2020","18/03/2020","ACE.006726617.0000008","2020.PPR.1260908","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260909","2020 PPR  1260909","","25/03/2020","**","","-107.00","0.00","NZD","0.00","2020","202009","PPR","1260909 ITR","","18/03/2020","18/03/2020","ACE.006726617.0000010","2020.PPR.1260909","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261349","2020 PPR  1261349","","26/03/2020","**","","-102.00","0.00","NZD","0.00","2020","202009","PPR","1261349 ITR","","19/03/2020","19/03/2020","ACE.006726641.0000003","2020.PPR.1261349","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261350","2020 PPR  1261350","","26/03/2020","**","","-102.00","0.00","NZD","0.00","2020","202009","PPR","1261350 ITR","","19/03/2020","19/03/2020","ACE.006726641.0000005","2020.PPR.1261350","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261351","2020 PPR  1261351","","26/03/2020","**","","-102.00","0.00","NZD","0.00","2020","202009","PPR","1261351 ITR","","19/03/2020","19/03/2020","ACE.006726641.0000008","2020.PPR.1261351","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261352","2020 PPR  1261352","","26/03/2020","**","","-102.00","0.00","NZD","0.00","2020","202009","PPR","1261352 ITR","","19/03/2020","19/03/2020","ACE.006726641.0000010","2020.PPR.1261352","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266111","2020 PPR  1266111","","26/05/2020","**","","-121.38","0.00","NZD","0.00","2020","202011","PPR","1266111 ITR","","19/05/2020","19/05/2020","ACE.006727539.0000003","2020.PPR.1266111","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266112","2020 PPR  1266112","","26/05/2020","**","","-121.38","0.00","NZD","0.00","2020","202011","PPR","1266112 ITR","","19/05/2020","19/05/2020","ACE.006727539.0000008","2020.PPR.1266112","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266116","2020 PPR  1266116","","26/05/2020","**","","-111.13","0.00","NZD","0.00","2020","202011","PPR","1266116 ITR","","19/05/2020","19/05/2020","ACE.006727544.0000003","2020.PPR.1266116","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266117","2020 PPR  1266117","","26/05/2020","**","","-101.13","0.00","NZD","0.00","2020","202011","PPR","1266117 ITR","","19/05/2020","19/05/2020","ACE.006727544.0000005","2020.PPR.1266117","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266594","2020 PPR  1266594","","01/06/2020","**","","-96.94","0.00","NZD","0.00","2020","202011","PPR","1266594 ITR","","25/05/2020","25/05/2020","ACE.006727875.0000003","2020.PPR.1266594","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266595","2020 PPR  1266595","","01/06/2020","**","","-100.94","0.00","NZD","0.00","2020","202011","PPR","1266595 ITR","","25/05/2020","25/05/2020","ACE.006727875.0000005","2020.PPR.1266595","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266954","2020 PPR  1266954","","04/06/2020","**","","-217.26","0.00","NZD","0.00","2020","202011","PPR","1266954 ITR","","28/05/2020","28/05/2020","ACE.006728206.0000003","2020.PPR.1266954","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266955","2020 PPR  1266955","","04/06/2020","**","","-111.18","0.00","NZD","0.00","2020","202011","PPR","1266955 ITR","","28/05/2020","28/05/2020","ACE.006728206.0000005","2020.PPR.1266955","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266956","2020 PPR  1266956","","04/06/2020","**","","-217.26","0.00","NZD","0.00","2020","202011","PPR","1266956 ITR","","28/05/2020","28/05/2020","ACE.006728206.0000008","2020.PPR.1266956","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266957","2020 PPR  1266957","","04/06/2020","**","","-111.18","0.00","NZD","0.00","2020","202011","PPR","1266957 ITR","","28/05/2020","28/05/2020","ACE.006728206.0000010","2020.PPR.1266957","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266974","2020 PPR  1266974","","04/06/2020","**","","-196.86","0.00","NZD","0.00","2020","202011","PPR","1266974 ITR","","28/05/2020","28/05/2020","ACE.006728244.0000003","2020.PPR.1266974","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266975","2020 PPR  1266975","","04/06/2020","**","","-111.18","0.00","NZD","0.00","2020","202011","PPR","1266975 ITR","","28/05/2020","28/05/2020","ACE.006728244.0000005","2020.PPR.1266975","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266976","2020 PPR  1266976","","04/06/2020","**","","-196.86","0.00","NZD","0.00","2020","202011","PPR","1266976 ITR","","28/05/2020","28/05/2020","ACE.006728244.0000008","2020.PPR.1266976","","0.00","","CG Invoices to be received account"
"","2020 PPR  1266977","2020 PPR  1266977","","04/06/2020","**","","-111.18","0.00","NZD","0.00","2020","202011","PPR","1266977 ITR","","28/05/2020","28/05/2020","ACE.006728244.0000010","2020.PPR.1266977","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267190","2020 PPR  1267190","","06/06/2020","**","","-110.98","0.00","NZD","0.00","2020","202011","PPR","1267190 ITR","","30/05/2020","30/05/2020","ACE.006728372.0000003","2020.PPR.1267190","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267191","2020 PPR  1267191","","06/06/2020","**","","-90.98","0.00","NZD","0.00","2020","202011","PPR","1267191 ITR","","30/05/2020","30/05/2020","ACE.006728372.0000005","2020.PPR.1267191","","0.00","","CG Invoices to be received account"
"","2020 PPR  1268163","2020 PPR  1268163","","15/06/2020","**","","-111.18","0.00","NZD","0.00","2020","202012","PPR","1268163 ITR","","08/06/2020","08/06/2020","ACE.006729239.0000003","2020.PPR.1268163","","0.00","","CG Invoices to be received account"
"","2020 PPR  1268164","2020 PPR  1268164","","15/06/2020","**","","-196.86","0.00","NZD","0.00","2020","202012","PPR","1268164 ITR","","08/06/2020","08/06/2020","ACE.006729239.0000005","2020.PPR.1268164","","0.00","","CG Invoices to be received account"
"","2020 PPR  1269115","2020 PPR  1269115","","18/06/2020","**","","-107.00","0.00","NZD","0.00","2020","202012","PPR","1269115 ITR","","11/06/2020","11/06/2020","ACE.006729757.0000003","2020.PPR.1269115","","0.00","","CG Invoices to be received account"
"","2020 PPR  1269116","2020 PPR  1269116","","18/06/2020","**","","-97.00","0.00","NZD","0.00","2020","202012","PPR","1269116 ITR","","11/06/2020","11/06/2020","ACE.006729757.0000005","2020.PPR.1269116","","0.00","","CG Invoices to be received account"
"","2020 PPR  1270911","2020 PPR  1270911","","24/06/2020","**","","-350.88","0.00","NZD","0.00","2020","202012","PPR","1270911 ITR","","17/06/2020","17/06/2020","ACE.006730977.0000009","2020.PPR.1270911","","0.00","","CG Invoices to be received account"
"","2020 PPR  1271229","2020 PPR  1271229","","25/06/2020","**","","198.00","0.00","NZD","0.00","2020","202012","PPR","1271229 ITR","","18/06/2020","18/06/2020","ACE.006708823.0000015","2020.PPR.1271229","","0.00","","CG Invoices to be received account"
"","2020 PPR  1271644","2020 PPR  1271644","","26/06/2020","**","","-167.28","0.00","NZD","0.00","2020","202012","PPR","1271644 ITR","","19/06/2020","19/06/2020","ACE.006731492.0000003","2020.PPR.1271644","","0.00","","CG Invoices to be received account"
"","2021 PPR  1278021","2021 PPR  1278021","","15/07/2020","**","","-121.18","0.00","NZD","0.00","2021","202101","PPR","1278021 ITR","","08/07/2020","08/07/2020","ACE.006735721.0000003","2021.PPR.1278021","","0.00","","CG Invoices to be received account"
"","2021 PPR  1278022","2021 PPR  1278022","","15/07/2020","**","","-101.18","0.00","NZD","0.00","2021","202101","PPR","1278022 ITR","","08/07/2020","08/07/2020","ACE.006735721.0000005","2021.PPR.1278022","","0.00","","CG Invoices to be received account"
"","2021 PPR  1281519","2021 PPR  1281519","","23/07/2020","**","","-95.00","0.00","NZD","0.00","2021","202101","PPR","1281519 ITR","","16/07/2020","16/07/2020","ACE.006736237.0000004","2021.PPR.1281519","","0.00","","CG Invoices to be received account"
"","2021 PPR  1283310","2021 PPR  1283310","","28/07/2020","**","","-350.88","0.00","NZD","0.00","2021","202101","PPR","1283310 ITR","","21/07/2020","21/07/2020","ACE.006735998.0000003","2021.PPR.1283310","","0.00","","CG Invoices to be received account"
"","2021 PPR  1284923","2021 PPR  1284923","","31/07/2020","**","","-172.00","0.00","NZD","0.00","2021","202101","PPR","1284923 ITR","","24/07/2020","24/07/2020","ACE.006739773.0000010","2021.PPR.1284923","","0.00","","CG Invoices to be received account"
"","2021 PPR  1284937","2021 PPR  1284937","","31/07/2020","**","","-172.00","0.00","NZD","0.00","2021","202101","PPR","1284937 ITR","","24/07/2020","24/07/2020","ACE.006739774.0000010","2021.PPR.1284937","","0.00","","CG Invoices to be received account"
"","2021 PPR  1285718","2021 PPR  1285718","","03/08/2020","**","","-119.00","0.00","NZD","0.00","2021","202101","PPR","1285718 ITR","","27/07/2020","27/07/2020","ACE.006740634.0000003","2021.PPR.1285718","","0.00","","CG Invoices to be received account"
"","2021 PPR  1285719","2021 PPR  1285719","","03/08/2020","**","","-109.00","0.00","NZD","0.00","2021","202101","PPR","1285719 ITR","","27/07/2020","27/07/2020","ACE.006740634.0000005","2021.PPR.1285719","","0.00","","CG Invoices to be received account"
"","2021 PPR  1294098","2021 PPR  1294098","","19/08/2020","**","","-175.61","0.00","NZD","0.00","2021","202102","PPR","1294098 ITR","","12/08/2020","12/08/2020","ACE.006745317.0000007","2021.PPR.1294098","","0.00","","CG Invoices to be received account"
"","2021 PPR  1294099","2021 PPR  1294099","","19/08/2020","**","","-192.61","0.00","NZD","0.00","2021","202102","PPR","1294099 ITR","","12/08/2020","12/08/2020","ACE.006745317.0000009","2021.PPR.1294099","","0.00","","CG Invoices to be received account"
"","2021 PPR  1294514","2021 PPR  1294514","","20/08/2020","**","","-291.00","0.00","NZD","0.00","2021","202102","PPR","1294514 ITR","","13/08/2020","13/08/2020","ACE.006745930.0000006","2021.PPR.1294514","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300323","2021 PPR  1300323","","10/09/2020","**","","-172.00","0.00","NZD","0.00","2021","202103","PPR","1300323 ITR","","03/09/2020","03/09/2020","ACE.006748690.0000003","2021.PPR.1300323","","0.00","","CG Invoices to be received account"
"","2021 PPR  1300338","2021 PPR  1300338","","10/09/2020","**","","-172.00","0.00","NZD","0.00","2021","202103","PPR","1300338 ITR","","03/09/2020","03/09/2020","ACE.006748718.0000004","2021.PPR.1300338","","0.00","","CG Invoices to be received account"
"","2021 PPR  1301861","2021 PPR  1301861","","15/09/2020","**","","-175.44","0.00","NZD","0.00","2021","202103","PPR","1301861 ITR","","08/09/2020","08/09/2020","ACE.006748935.0000020","2021.PPR.1301861","","0.00","","CG Invoices to be received account"
"","2021 PPR  1301876","2021 PPR  1301876","","15/09/2020","**","","-237.66","0.00","NZD","0.00","2021","202103","PPR","1301876 ITR","","08/09/2020","08/09/2020","ACE.006749669.0000003","2021.PPR.1301876","","0.00","","CG Invoices to be received account"
"","2021 PPR  1301877","2021 PPR  1301877","","15/09/2020","**","","-141.78","0.00","NZD","0.00","2021","202103","PPR","1301877 ITR","","08/09/2020","08/09/2020","ACE.006749669.0000005","2021.PPR.1301877","","0.00","","CG Invoices to be received account"
"","2021 PPR  1301890","2021 PPR  1301890","","15/09/2020","**","","-217.26","0.00","NZD","0.00","2021","202103","PPR","1301890 ITR","","08/09/2020","08/09/2020","ACE.006749680.0000003","2021.PPR.1301890","","0.00","","CG Invoices to be received account"
"","2021 PPR  1301891","2021 PPR  1301891","","15/09/2020","**","","-141.78","0.00","NZD","0.00","2021","202103","PPR","1301891 ITR","","08/09/2020","08/09/2020","ACE.006749680.0000005","2021.PPR.1301891","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305550","2021 PPR  1305550","","24/09/2020","**","","-121.38","0.00","NZD","0.00","2021","202103","PPR","1305550 ITR","","17/09/2020","17/09/2020","ACE.006751850.0000003","2021.PPR.1305550","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305685","2021 PPR  1305685","","24/09/2020","**","","-206.55","0.00","NZD","0.00","2021","202103","PPR","1305685 ITR","","17/09/2020","17/09/2020","ACE.006751973.0000003","2021.PPR.1305685","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305686","2021 PPR  1305686","","24/09/2020","**","","-115.98","0.00","NZD","0.00","2021","202103","PPR","1305686 ITR","","17/09/2020","17/09/2020","ACE.006751973.0000005","2021.PPR.1305686","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305687","2021 PPR  1305687","","24/09/2020","**","","-206.55","0.00","NZD","0.00","2021","202103","PPR","1305687 ITR","","17/09/2020","17/09/2020","ACE.006751973.0000008","2021.PPR.1305687","","0.00","","CG Invoices to be received account"
"","2021 PPR  1305688","2021 PPR  1305688","","24/09/2020","**","","-115.98","0.00","NZD","0.00","2021","202103","PPR","1305688 ITR","","17/09/2020","17/09/2020","ACE.006751973.0000010","2021.PPR.1305688","","0.00","","CG Invoices to be received account"
"","2021 PPR  1306089","2021 PPR  1306089","","25/09/2020","**","","-333.54","0.00","NZD","0.00","2021","202103","PPR","1306089 ITR","","18/09/2020","18/09/2020","ACE.006752150.0000003","2021.PPR.1306089","","0.00","","CG Invoices to be received account"
"","2021 PPR  1306090","2021 PPR  1306090","","25/09/2020","**","","-333.54","0.00","NZD","0.00","2021","202103","PPR","1306090 ITR","","18/09/2020","18/09/2020","ACE.006752150.0000007","2021.PPR.1306090","","0.00","","CG Invoices to be received account"
"","2021 PPR  1306606","2021 PPR  1306606","","28/09/2020","**","","-299.88","0.00","NZD","0.00","2021","202103","PPR","1306606 ITR","","21/09/2020","21/09/2020","ACE.006752449.0000003","2021.PPR.1306606","","0.00","","CG Invoices to be received account"
"","2021 PPR  1307779","2021 PPR  1307779","","30/09/2020","**","","-115.98","0.00","NZD","0.00","2021","202103","PPR","1307779 ITR","","23/09/2020","23/09/2020","ACE.006751973.0000033","2021.PPR.1307779","","0.00","","CG Invoices to be received account"
"","2021 PPR  1308145","2021 PPR  1308145","","01/10/2020","**","","-111.18","0.00","NZD","0.00","2021","202103","PPR","1308145 ITR","","24/09/2020","24/09/2020","ACE.006753439.0000003","2021.PPR.1308145","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314139","2021 PPR  1314139","","15/10/2020","**","","-175.61","0.00","NZD","0.00","2021","202104","PPR","1314139 ITR","","08/10/2020","08/10/2020","ACE.006757291.0000003","2021.PPR.1314139","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314140","2021 PPR  1314140","","15/10/2020","**","","-192.61","0.00","NZD","0.00","2021","202104","PPR","1314140 ITR","","08/10/2020","08/10/2020","ACE.006757291.0000005","2021.PPR.1314140","","0.00","","CG Invoices to be received account"
"","2021 PPR  1325908","2021 PPR  1325908","","09/11/2020","**","","-222.36","0.00","NZD","0.00","2021","202105","PPR","1325908 ITR","","02/11/2020","02/11/2020","ACE.006760853.0000007","2021.PPR.1325908","","0.00","","CG Invoices to be received account"
"","2021 PPR  1326201","2021 PPR  1326201","","09/11/2020","**","","-222.36","0.00","NZD","0.00","2021","202105","PPR","1326201 ITR","","02/11/2020","02/11/2020","ACE.006760125.0000011","2021.PPR.1326201","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330192","2021 PPR  1330192","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330192 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000003","2021.PPR.1330192","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330193","2021 PPR  1330193","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330193 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000005","2021.PPR.1330193","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330194","2021 PPR  1330194","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330194 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000008","2021.PPR.1330194","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330195","2021 PPR  1330195","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330195 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000010","2021.PPR.1330195","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330196","2021 PPR  1330196","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330196 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000013","2021.PPR.1330196","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330197","2021 PPR  1330197","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330197 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000015","2021.PPR.1330197","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330198","2021 PPR  1330198","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330198 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000018","2021.PPR.1330198","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330199","2021 PPR  1330199","","16/11/2020","**","","-126.48","0.00","NZD","0.00","2021","202105","PPR","1330199 ITR","","09/11/2020","09/11/2020","ACE.006766807.0000020","2021.PPR.1330199","","0.00","","CG Invoices to be received account"
"","2021 PPR  1330816","2021 PPR  1330816","","17/11/2020","**","","-253.98","0.00","NZD","0.00","2021","202105","PPR","1330816 ITR","","10/11/2020","10/11/2020","ACE.006766281.0000018","2021.PPR.1330816","","0.00","","CG Invoices to be received account"
"","2021 PPR  1331791","2021 PPR  1331791","","18/11/2020","**","","-153.28","0.00","NZD","0.00","2021","202105","PPR","1331791 ITR","","11/11/2020","11/11/2020","ACE.006767954.0000004","2021.PPR.1331791","","0.00","","CG Invoices to be received account"
"","2021 PPR  1331792","2021 PPR  1331792","","18/11/2020","**","","-283.28","0.00","NZD","0.00","2021","202105","PPR","1331792 ITR","","11/11/2020","11/11/2020","ACE.006767954.0000006","2021.PPR.1331792","","0.00","","CG Invoices to be received account"
"","2021 PPR  1333620","2021 PPR  1333620","","23/11/2020","**","","-202.98","0.00","NZD","0.00","2021","202105","PPR","1333620 ITR","","16/11/2020","16/11/2020","ACE.006768840.0000003","2021.PPR.1333620","","0.00","","CG Invoices to be received account"
"","2021 PPR  1333621","2021 PPR  1333621","","23/11/2020","**","","-202.98","0.00","NZD","0.00","2021","202105","PPR","1333621 ITR","","16/11/2020","16/11/2020","ACE.006768840.0000005","2021.PPR.1333621","","0.00","","CG Invoices to be received account"
"","2021 PPR  1335883","2021 PPR  1335883","","26/11/2020","**","","-100.98","0.00","NZD","0.00","2021","202105","PPR","1335883 ITR","","19/11/2020","19/11/2020","ACE.006769764.0000011","2021.PPR.1335883","","0.00","","CG Invoices to be received account"
"","2021 PPR  1337397","2021 PPR  1337397","","30/11/2020","**","","-152.49","0.00","NZD","0.00","2021","202105","PPR","1337397 ITR","","23/11/2020","23/11/2020","ACE.006771365.0000004","2021.PPR.1337397","","0.00","","CG Invoices to be received account"
