sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1106514","2020 PPR  1106514","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106514 ITR","","04/09/2019","04/09/2019","ACE.006634450.0000010","2020.PPR.1106514","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106526","2020 PPR  1106526","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106526 ITR","","04/09/2019","04/09/2019","ACE.006634176.0000005","2020.PPR.1106526","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106527","2020 PPR  1106527","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106527 ITR","","04/09/2019","04/09/2019","ACE.006634619.0000005","2020.PPR.1106527","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106528","2020 PPR  1106528","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106528 ITR","","04/09/2019","04/09/2019","ACE.006634475.0000005","2020.PPR.1106528","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106530","2020 PPR  1106530","","04/09/2019","**","","-849.26","0.00","NZD","0.00","2020","202003","PPR","1106530 ITR","","04/09/2019","04/09/2019","ACE.006633743.0000005","2020.PPR.1106530","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106534","2020 PPR  1106534","","04/09/2019","**","","-875.40","0.00","NZD","0.00","2020","202003","PPR","1106534 ITR","","04/09/2019","04/09/2019","ACE.006638445.0000014","2020.PPR.1106534","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106535","2020 PPR  1106535","","04/09/2019","**","","-875.40","0.00","NZD","0.00","2020","202003","PPR","1106535 ITR","","04/09/2019","04/09/2019","ACE.006638445.0000016","2020.PPR.1106535","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106560","2020 PPR  1106560","","04/09/2019","**","","-1,750.80","0.00","NZD","0.00","2020","202003","PPR","1106560 ITR","","04/09/2019","04/09/2019","ACE.006640007.0000005","2020.PPR.1106560","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106561","2020 PPR  1106561","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106561 ITR","","04/09/2019","04/09/2019","ACE.006633746.0000005","2020.PPR.1106561","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106565","2020 PPR  1106565","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106565 ITR","","04/09/2019","04/09/2019","ACE.006633751.0000005","2020.PPR.1106565","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106568","2020 PPR  1106568","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106568 ITR","","04/09/2019","04/09/2019","ACE.006633747.0000005","2020.PPR.1106568","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106572","2020 PPR  1106572","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106572 ITR","","04/09/2019","04/09/2019","ACE.006633749.0000005","2020.PPR.1106572","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106579","2020 PPR  1106579","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106579 ITR","","04/09/2019","04/09/2019","ACE.006634375.0000005","2020.PPR.1106579","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106580","2020 PPR  1106580","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106580 ITR","","04/09/2019","04/09/2019","ACE.006634375.0000010","2020.PPR.1106580","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106584","2020 PPR  1106584","","04/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1106584 ITR","","04/09/2019","04/09/2019","ACE.006632976.0000009","2020.PPR.1106584","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106591","2020 PPR  1106591","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106591 ITR","","04/09/2019","04/09/2019","ACE.006633622.0000005","2020.PPR.1106591","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106593","2020 PPR  1106593","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106593 ITR","","04/09/2019","04/09/2019","ACE.006633603.0000005","2020.PPR.1106593","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106597","2020 PPR  1106597","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106597 ITR","","04/09/2019","04/09/2019","ACE.006633691.0000005","2020.PPR.1106597","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106620","2020 PPR  1106620","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106620 ITR","","04/09/2019","04/09/2019","ACE.006633565.0000014","2020.PPR.1106620","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106621","2020 PPR  1106621","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106621 ITR","","04/09/2019","04/09/2019","ACE.006633565.0000016","2020.PPR.1106621","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106625","2020 PPR  1106625","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106625 ITR","","04/09/2019","04/09/2019","ACE.006633529.0000005","2020.PPR.1106625","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106626","2020 PPR  1106626","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106626 ITR","","04/09/2019","04/09/2019","ACE.006633529.0000010","2020.PPR.1106626","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106630","2020 PPR  1106630","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106630 ITR","","04/09/2019","04/09/2019","ACE.006633662.0000005","2020.PPR.1106630","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106632","2020 PPR  1106632","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106632 ITR","","04/09/2019","04/09/2019","ACE.006633647.0000005","2020.PPR.1106632","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106638","2020 PPR  1106638","","04/09/2019","**","","-877.30","0.00","NZD","0.00","2020","202003","PPR","1106638 ITR","","04/09/2019","04/09/2019","ACE.006633646.0000009","2020.PPR.1106638","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106641","2020 PPR  1106641","","04/09/2019","**","","-877.30","0.00","NZD","0.00","2020","202003","PPR","1106641 ITR","","04/09/2019","04/09/2019","ACE.006632975.0000009","2020.PPR.1106641","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106651","2020 PPR  1106651","","04/09/2019","**","","-691.60","0.00","NZD","0.00","2020","202003","PPR","1106651 ITR","","04/09/2019","04/09/2019","ACE.006633704.0000005","2020.PPR.1106651","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106653","2020 PPR  1106653","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106653 ITR","","04/09/2019","04/09/2019","ACE.006632978.0000005","2020.PPR.1106653","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106657","2020 PPR  1106657","","04/09/2019","**","","-875.48","0.00","NZD","0.00","2020","202003","PPR","1106657 ITR","","04/09/2019","04/09/2019","ACE.006637465.0000005","2020.PPR.1106657","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106681","2020 PPR  1106681","","04/09/2019","**","","-13,200.00","0.00","NZD","0.00","2020","202003","PPR","1106681 ITR","","04/09/2019","04/09/2019","ACE.006640083.0000005","2020.PPR.1106681","","0.00","","CG Invoices to be received account"
"","2020 PPR  1106685","2020 PPR  1106685","","04/09/2019","**","","-10,146.00","0.00","NZD","0.00","2020","202003","PPR","1106685 ITR","","04/09/2019","04/09/2019","ACE.006640087.0000005","2020.PPR.1106685","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107715","2020 PPR  1107715","","05/09/2019","**","","-675.92","0.00","NZD","0.00","2020","202003","PPR","1107715 ITR","","05/09/2019","05/09/2019","ACE.006633270.0000006","2020.PPR.1107715","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107759","2020 PPR  1107759","","05/09/2019","**","","-675.90","0.00","NZD","0.00","2020","202003","PPR","1107759 ITR","","05/09/2019","05/09/2019","ACE.006640736.0000006","2020.PPR.1107759","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107763","2020 PPR  1107763","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107763 ITR","","05/09/2019","05/09/2019","ACE.006634221.0000005","2020.PPR.1107763","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107764","2020 PPR  1107764","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107764 ITR","","05/09/2019","05/09/2019","ACE.006634221.0000010","2020.PPR.1107764","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107765","2020 PPR  1107765","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107765 ITR","","05/09/2019","05/09/2019","ACE.006634221.0000015","2020.PPR.1107765","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107794","2020 PPR  1107794","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107794 ITR","","05/09/2019","05/09/2019","ACE.006638433.0000005","2020.PPR.1107794","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107796","2020 PPR  1107796","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107796 ITR","","05/09/2019","05/09/2019","ACE.006632979.0000005","2020.PPR.1107796","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107801","2020 PPR  1107801","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107801 ITR","","05/09/2019","05/09/2019","ACE.006634602.0000005","2020.PPR.1107801","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107807","2020 PPR  1107807","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107807 ITR","","05/09/2019","05/09/2019","ACE.006638408.0000005","2020.PPR.1107807","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107808","2020 PPR  1107808","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107808 ITR","","05/09/2019","05/09/2019","ACE.006638408.0000010","2020.PPR.1107808","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107956","2020 PPR  1107956","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107956 ITR","","05/09/2019","05/09/2019","ACE.006640783.0000005","2020.PPR.1107956","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107957","2020 PPR  1107957","","05/09/2019","**","","-40.00","0.00","NZD","0.00","2020","202003","PPR","1107957 ITR","","05/09/2019","05/09/2019","ACE.006640783.0000013","2020.PPR.1107957","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107958","2020 PPR  1107958","","05/09/2019","**","","-789.56","0.00","NZD","0.00","2020","202003","PPR","1107958 ITR","","05/09/2019","05/09/2019","ACE.006640783.0000010","2020.PPR.1107958","","0.00","","CG Invoices to be received account"
"","2020 PPR  1107959","2020 PPR  1107959","","05/09/2019","**","","-26,319.00","0.00","NZD","0.00","2020","202003","PPR","1107959 ITR","","05/09/2019","05/09/2019","ACE.006640837.0000006","2020.PPR.1107959","","0.00","","CG Invoices to be received account"
"","2020 PPR  1126242","2020 PPR  1126242","","25/09/2019","**","","-270.68","0.00","NZD","0.00","2020","202003","PPR","1126242 ITR","","25/09/2019","25/09/2019","ACE.006650502.0000005","2020.PPR.1126242","","0.00","","CG Invoices to be received account"
"","2020 PPR  1129025","2020 PPR  1129025","","27/09/2019","**","","-435.40","0.00","NZD","0.00","2020","202003","PPR","1129025 ITR","","27/09/2019","27/09/2019","ACE.006650565.0000009","2020.PPR.1129025","","0.00","","CG Invoices to be received account"
"","2020 PPR  1129935","2020 PPR  1129935","","28/09/2019","**","","-200.10","0.00","NZD","0.00","2020","202003","PPR","1129935 ITR","","28/09/2019","28/09/2019","ACE.006652581.0000003","2020.PPR.1129935","","0.00","","CG Invoices to be received account"
"","2020 PPR  1129936","2020 PPR  1129936","","28/09/2019","**","","-154.00","0.00","NZD","0.00","2020","202003","PPR","1129936 ITR","","28/09/2019","28/09/2019","ACE.006652581.0000012","2020.PPR.1129936","","0.00","","CG Invoices to be received account"
"","2020 PPR  1134213","2020 PPR  1134213","","03/10/2019","**","","-234.60","0.00","NZD","0.00","2020","202004","PPR","1134213 ITR","","03/10/2019","03/10/2019","ACE.006649250.0000010","2020.PPR.1134213","","0.00","","CG Invoices to be received account"
"","2020 PPR  1134214","2020 PPR  1134214","","03/10/2019","**","","-150.00","0.00","NZD","0.00","2020","202004","PPR","1134214 ITR","","03/10/2019","03/10/2019","ACE.006649250.0000018","2020.PPR.1134214","","0.00","","CG Invoices to be received account"
"","2020 PPR  1134215","2020 PPR  1134215","","03/10/2019","**","","-302.60","0.00","NZD","0.00","2020","202004","PPR","1134215 ITR","","03/10/2019","03/10/2019","ACE.006649250.0000017","2020.PPR.1134215","","0.00","","CG Invoices to be received account"
"","2020 PPR  1136300","2020 PPR  1136300","","06/10/2019","**","","-59.00","0.00","NZD","0.00","2020","202004","PPR","1136300 ITR","","06/10/2019","06/10/2019","ACE.006656339.0000009","2020.PPR.1136300","","0.00","","CG Invoices to be received account"
"","2020 PPR  1136613","2020 PPR  1136613","","07/10/2019","**","","-149.00","0.00","NZD","0.00","2020","202004","PPR","1136613 ITR","","07/10/2019","07/10/2019","ACE.006633746.0000008","2020.PPR.1136613","","0.00","","CG Invoices to be received account"
"","2020 PPR  1142403","2020 PPR  1142403","","13/10/2019","**","","-340.40","0.00","NZD","0.00","2020","202004","PPR","1142403 ITR","","13/10/2019","13/10/2019","ACE.006639947.0000011","2020.PPR.1142403","","0.00","","CG Invoices to be received account"
"","2020 PPR  1142785","2020 PPR  1142785","","14/10/2019","**","","-376.80","0.00","NZD","0.00","2020","202004","PPR","1142785 ITR","","14/10/2019","14/10/2019","ACE.006654855.0000038","2020.PPR.1142785","","0.00","","CG Invoices to be received account"
"","2020 PPR  1142786","2020 PPR  1142786","","14/10/2019","**","","-376.80","0.00","NZD","0.00","2020","202004","PPR","1142786 ITR","","14/10/2019","14/10/2019","ACE.006654855.0000039","2020.PPR.1142786","","0.00","","CG Invoices to be received account"
"","2020 PPR  1142787","2020 PPR  1142787","","14/10/2019","**","","-376.80","0.00","NZD","0.00","2020","202004","PPR","1142787 ITR","","14/10/2019","14/10/2019","ACE.006654855.0000040","2020.PPR.1142787","","0.00","","CG Invoices to be received account"
"","2020 PPR  1142792","2020 PPR  1142792","","14/10/2019","**","","-270.68","0.00","NZD","0.00","2020","202004","PPR","1142792 ITR","","14/10/2019","14/10/2019","ACE.006649770.0000009","2020.PPR.1142792","","0.00","","CG Invoices to be received account"
"","2020 PPR  1149112","2020 PPR  1149112","","21/10/2019","**","","-174.60","0.00","NZD","0.00","2020","202004","PPR","1149112 ITR","","21/10/2019","21/10/2019","ACE.006632969.0000011","2020.PPR.1149112","","0.00","","CG Invoices to be received account"
"","2020 PPR  1155687","2020 PPR  1155687","","29/10/2019","**","","-80.20","0.00","NZD","0.00","2020","202004","PPR","1155687 ITR","","29/10/2019","29/10/2019","ACE.006659908.0000012","2020.PPR.1155687","","0.00","","CG Invoices to be received account"
"","2020 PPR  1190751","2020 PPR  1190751","","05/12/2019","**","","174.60","0.00","NZD","0.00","2020","202006","PPR","1190751 ITR","","05/12/2019","05/12/2019","ACE.006632969.0000015","2020.PPR.1190751","","0.00","","CG Invoices to be received account"
"","2020 PPR  1190777","2020 PPR  1190777","","05/12/2019","**","","340.40","0.00","NZD","0.00","2020","202006","PPR","1190777 ITR","","05/12/2019","05/12/2019","ACE.006639947.0000013","2020.PPR.1190777","","0.00","","CG Invoices to be received account"
"","2020 PPR  1190862","2020 PPR  1190862","","05/12/2019","**","","150.00","0.00","NZD","0.00","2020","202006","PPR","1190862 ITR","","05/12/2019","05/12/2019","ACE.006649250.0000019","2020.PPR.1190862","","0.00","","CG Invoices to be received account"
