sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2019 PUR   214339","2019 PUR   214339","","05/03/2019","**","","-4,010.48","0.00","NZD","0.00","2019","201909","PUR","214339 VPA","","05/03/2019","05/03/2019","ACE.006538570.0000020","2019.PUR.0214339","","0.00","","CG Invoices to be received account"
"","2019 PUR   214339","2019 PUR   214339","","05/03/2019","**","","945.90","0.00","NZD","0.00","2019","201909","PUR","214339 VPA","","05/03/2019","05/03/2019","ACE.006539052.0000009","2019.PUR.0214339","","0.00","","CG Invoices to be received account"
"","2019 PUR   214339","2019 PUR   214339","","05/03/2019","**","","273.20","0.00","NZD","0.00","2019","201909","PUR","214339 VPA","","05/03/2019","05/03/2019","ACE.006539618.0000004","2019.PUR.0214339","","0.00","","CG Invoices to be received account"
"","2019 PUR   214339","2019 PUR   214339","","05/03/2019","**","","273.20","0.00","NZD","0.00","2019","201909","PUR","214339 VPA","","05/03/2019","05/03/2019","ACE.006539648.0000004","2019.PUR.0214339","","0.00","","CG Invoices to be received account"
"","2019 PUR   214392","2019 PUR   214392","","05/03/2019","**","","-945.90","0.00","NZD","0.00","2019","201909","PUR","214392 VPA","","05/03/2019","05/03/2019","ACE.006539052.0000015","2019.PUR.0214392","","0.00","","CG Invoices to be received account"
"","2019 PUR   215266","2019 PUR   215266","","08/03/2019","**","","-273.20","0.00","NZD","0.00","2019","201909","PUR","215266 VPA","","08/03/2019","08/03/2019","ACE.006539618.0000022","2019.PUR.0215266","","0.00","","CG Invoices to be received account"
"","2019 PUR   215266","2019 PUR   215266","","08/03/2019","**","","-273.20","0.00","NZD","0.00","2019","201909","PUR","215266 VPA","","08/03/2019","08/03/2019","ACE.006539648.0000020","2019.PUR.0215266","","0.00","","CG Invoices to be received account"
"","2019 PUR   215266","2019 PUR   215266","","08/03/2019","**","","1,599.60","0.00","NZD","0.00","2019","201909","PUR","215266 VPA","","08/03/2019","08/03/2019","ACE.006540777.0000004","2019.PUR.0215266","","0.00","","CG Invoices to be received account"
"","2019 PUR   215266","2019 PUR   215266","","08/03/2019","**","","-1,599.60","0.00","NZD","0.00","2019","201909","PUR","215266 VPA","","08/03/2019","08/03/2019","ACE.006540777.0000028","2019.PUR.0215266","","0.00","","CG Invoices to be received account"
"","2019 PUR   215962","2019 PUR   215962","","11/03/2019","**","","2,381.04","0.00","NZD","0.00","2019","201909","PUR","215962 VPA","","11/03/2019","11/03/2019","ACE.006544137.0000012","2019.PUR.0215962","","0.00","","CG Invoices to be received account"
"","2019 PUR   217299","2019 PUR   217299","","15/03/2019","**","","1,710.12","0.00","NZD","0.00","2019","201909","PUR","217299 VPA","","15/03/2019","15/03/2019","ACE.006545618.0000007","2019.PUR.0217299","","0.00","","CG Invoices to be received account"
"","2019 PUR   217355","2019 PUR   217355","","15/03/2019","**","","450.58","0.00","NZD","0.00","2019","201909","PUR","217355 VPA","","15/03/2019","15/03/2019","ACE.006547053.0000004","2019.PUR.0217355","","0.00","","CG Invoices to be received account"
"","2019 PUR   217355","2019 PUR   217355","","15/03/2019","**","","841.44","0.00","NZD","0.00","2019","201909","PUR","217355 VPA","","15/03/2019","15/03/2019","ACE.006547057.0000020","2019.PUR.0217355","","0.00","","CG Invoices to be received account"
"","2019 PUR   217355","2019 PUR   217355","","15/03/2019","**","","-841.44","0.00","NZD","0.00","2019","201909","PUR","217355 VPA","","15/03/2019","15/03/2019","ACE.006547057.0000030","2019.PUR.0217355","","0.00","","CG Invoices to be received account"
"","2019 PUR   217355","2019 PUR   217355","","15/03/2019","**","","272.72","0.00","NZD","0.00","2019","201909","PUR","217355 VPA","","15/03/2019","15/03/2019","ACE.006547141.0000004","2019.PUR.0217355","","0.00","","CG Invoices to be received account"
"","2019 PUR   217355","2019 PUR   217355","","15/03/2019","**","","-272.72","0.00","NZD","0.00","2019","201909","PUR","217355 VPA","","15/03/2019","15/03/2019","ACE.006547141.0000016","2019.PUR.0217355","","0.00","","CG Invoices to be received account"
"","2019 PUR   217685","2019 PUR   217685","","18/03/2019","**","","-1,710.12","0.00","NZD","0.00","2019","201909","PUR","217685 VPA","","18/03/2019","18/03/2019","ACE.006545618.0000017","2019.PUR.0217685","","0.00","","CG Invoices to be received account"
"","2019 PUR   217685","2019 PUR   217685","","18/03/2019","**","","-450.58","0.00","NZD","0.00","2019","201909","PUR","217685 VPA","","18/03/2019","18/03/2019","ACE.006547053.0000029","2019.PUR.0217685","","0.00","","CG Invoices to be received account"
"","2019 PUR   217685","2019 PUR   217685","","18/03/2019","**","","455.76","0.00","NZD","0.00","2019","201909","PUR","217685 VPA","","18/03/2019","18/03/2019","ACE.006548186.0000004","2019.PUR.0217685","","0.00","","CG Invoices to be received account"
"","2019 PUR   217685","2019 PUR   217685","","18/03/2019","**","","455.76","0.00","NZD","0.00","2019","201909","PUR","217685 VPA","","18/03/2019","18/03/2019","ACE.006548209.0000004","2019.PUR.0217685","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","-455.76","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006548186.0000013","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","-455.76","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006548209.0000017","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","1,188.40","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006550278.0000016","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","-1,188.40","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006550278.0000023","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","1,188.40","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006550704.0000005","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   217727","2019 PUR   217727","","18/03/2019","**","","-1,188.40","0.00","NZD","0.00","2019","201909","PUR","217727 VPA","","18/03/2019","18/03/2019","ACE.006550704.0000021","2019.PUR.0217727","","0.00","","CG Invoices to be received account"
"","2019 PUR   218032","2019 PUR   218032","","19/03/2019","**","","-2,381.04","0.00","NZD","0.00","2019","201909","PUR","218032 VPA","","19/03/2019","19/03/2019","ACE.006544137.0000014","2019.PUR.0218032","","0.00","","CG Invoices to be received account"
"","2019 PUR   218032","2019 PUR   218032","","19/03/2019","**","","818.16","0.00","NZD","0.00","2019","201909","PUR","218032 VPA","","19/03/2019","19/03/2019","ACE.006546148.0000004","2019.PUR.0218032","","0.00","","CG Invoices to be received account"
"","2019 PUR   218032","2019 PUR   218032","","19/03/2019","**","","-818.16","0.00","NZD","0.00","2019","201909","PUR","218032 VPA","","19/03/2019","19/03/2019","ACE.006546148.0000017","2019.PUR.0218032","","0.00","","CG Invoices to be received account"
"","2019 PUR   218032","2019 PUR   218032","","19/03/2019","**","","104.18","0.00","NZD","0.00","2019","201909","PUR","218032 VPA","","19/03/2019","19/03/2019","ACE.006547803.0000007","2019.PUR.0218032","","0.00","","CG Invoices to be received account"
"","2019 PUR   218032","2019 PUR   218032","","19/03/2019","**","","-104.18","0.00","NZD","0.00","2019","201909","PUR","218032 VPA","","19/03/2019","19/03/2019","ACE.006547803.0000012","2019.PUR.0218032","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","769.54","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006558998.0000016","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","-769.54","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006558998.0000020","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","105.22","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006560699.0000002","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","105.22","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006560699.0000004","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","-105.22","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006560699.0000013","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   222975","2019 PUR   222975","","08/04/2019","**","","-105.22","0.00","NZD","0.00","2019","201910","PUR","222975 VPA","","08/04/2019","08/04/2019","ACE.006560699.0000015","2019.PUR.0222975","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","412.34","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006565731.0000009","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","607.50","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006567311.0000012","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","607.50","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006567311.0000014","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","-607.50","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006567311.0000021","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","-607.50","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006567311.0000023","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   226723","2019 PUR   226723","","24/04/2019","**","","1,579.52","0.00","NZD","0.00","2019","201910","PUR","226723 VPA","","24/04/2019","24/04/2019","ACE.006567446.0000008","2019.PUR.0226723","","0.00","","CG Invoices to be received account"
"","2019 PUR   227065","2019 PUR   227065","","29/04/2019","**","","-412.34","0.00","NZD","0.00","2019","201910","PUR","227065 VPA","","29/04/2019","29/04/2019","ACE.006565731.0000013","2019.PUR.0227065","","0.00","","CG Invoices to be received account"
"","2019 PUR   227065","2019 PUR   227065","","29/04/2019","**","","-1,579.52","0.00","NZD","0.00","2019","201910","PUR","227065 VPA","","29/04/2019","29/04/2019","ACE.006567446.0000027","2019.PUR.0227065","","0.00","","CG Invoices to be received account"
"","2019 PUR   227065","2019 PUR   227065","","29/04/2019","**","","276.14","0.00","NZD","0.00","2019","201910","PUR","227065 VPA","","29/04/2019","29/04/2019","ACE.006568180.0000004","2019.PUR.0227065","","0.00","","CG Invoices to be received account"
"","2019 PUR   227065","2019 PUR   227065","","29/04/2019","**","","-276.14","0.00","NZD","0.00","2019","201910","PUR","227065 VPA","","29/04/2019","29/04/2019","ACE.006568180.0000027","2019.PUR.0227065","","0.00","","CG Invoices to be received account"
"","2019 PUR   227595","2019 PUR   227595","","02/05/2019","**","","409.72","0.00","NZD","0.00","2019","201911","PUR","227595 VPA","","02/05/2019","02/05/2019","ACE.006571520.0000004","2019.PUR.0227595","","0.00","","CG Invoices to be received account"
"","2019 PUR   227595","2019 PUR   227595","","02/05/2019","**","","409.76","0.00","NZD","0.00","2019","201911","PUR","227595 VPA","","02/05/2019","02/05/2019","ACE.006571626.0000004","2019.PUR.0227595","","0.00","","CG Invoices to be received account"
"","2019 PUR   227595","2019 PUR   227595","","02/05/2019","**","","2,027.35","0.00","NZD","0.00","2019","201911","PUR","227595 VPA","","02/05/2019","02/05/2019","ACE.006571835.0000005","2019.PUR.0227595","","0.00","","CG Invoices to be received account"
"","2019 PUR   227595","2019 PUR   227595","","02/05/2019","**","","-2,027.35","0.00","NZD","0.00","2019","201911","PUR","227595 VPA","","02/05/2019","02/05/2019","ACE.006571835.0000018","2019.PUR.0227595","","0.00","","CG Invoices to be received account"
"","2019 PUR   228988","2019 PUR   228988","","08/05/2019","**","","-409.72","0.00","NZD","0.00","2019","201911","PUR","228988 VPA","","08/05/2019","08/05/2019","ACE.006571520.0000026","2019.PUR.0228988","","0.00","","CG Invoices to be received account"
"","2019 PUR   228988","2019 PUR   228988","","08/05/2019","**","","-409.76","0.00","NZD","0.00","2019","201911","PUR","228988 VPA","","08/05/2019","08/05/2019","ACE.006571626.0000021","2019.PUR.0228988","","0.00","","CG Invoices to be received account"
"","2019 PUR   231590","2019 PUR   231590","","17/05/2019","**","","430.65","0.00","NZD","0.00","2019","201911","PUR","231590 VPA","","17/05/2019","17/05/2019","ACE.006578684.0000008","2019.PUR.0231590","","0.00","","CG Invoices to be received account"
"","2019 PUR   231626","2019 PUR   231626","","17/05/2019","**","","-430.65","0.00","NZD","0.00","2019","201911","PUR","231626 VPA","","17/05/2019","17/05/2019","ACE.006578684.0000013","2019.PUR.0231626","","0.00","","CG Invoices to be received account"
"","2019 PUR   236977","2019 PUR   236977","","10/06/2019","**","","475.30","0.00","NZD","0.00","2019","201912","PUR","236977 VPA","","10/06/2019","10/06/2019","ACE.006590804.0000005","2019.PUR.0236977","","0.00","","CG Invoices to be received account"
"","2019 PUR   239788","2019 PUR   239788","","20/06/2019","**","","-475.30","0.00","NZD","0.00","2019","201912","PUR","239788 VPA","","20/06/2019","20/06/2019","ACE.006590804.0000019","2019.PUR.0239788","","0.00","","CG Invoices to be received account"
"","2019 PUR   239788","2019 PUR   239788","","20/06/2019","**","","266.02","0.00","NZD","0.00","2019","201912","PUR","239788 VPA","","20/06/2019","20/06/2019","ACE.006594748.0000004","2019.PUR.0239788","","0.00","","CG Invoices to be received account"
"","2019 PUR   239788","2019 PUR   239788","","20/06/2019","**","","-266.02","0.00","NZD","0.00","2019","201912","PUR","239788 VPA","","20/06/2019","20/06/2019","ACE.006594748.0000018","2019.PUR.0239788","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596124.0000002","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","-4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596124.0000007","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596130.0000002","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","-4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596130.0000007","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596136.0000002","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","-4,552.46","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006596136.0000007","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2019 PUR   241365","2019 PUR   241365","","26/06/2019","**","","488.04","0.00","NZD","0.00","2019","201912","PUR","241365 VPA","","26/06/2019","26/06/2019","ACE.006597299.0000008","2019.PUR.0241365","","0.00","","CG Invoices to be received account"
"","2020 PPR  1222089","2020 PPR  1222089","","03/02/2020","**","","-904.98","0.00","NZD","0.00","2020","202008","PPR","1222089 ITR","","03/02/2020","03/02/2020","ACE.006704684.0000006","2020.PPR.1222089","","0.00","","CG Invoices to be received account"
"","2020 PPR  1222452","2020 PPR  1222452","","03/02/2020","**","","-448.78","0.00","NZD","0.00","2020","202008","PPR","1222452 ITR","","03/02/2020","03/02/2020","ACE.006656172.0000011","2020.PPR.1222452","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223145","2020 PPR  1223145","","04/02/2020","**","","-411.90","0.00","NZD","0.00","2020","202008","PPR","1223145 ITR","","04/02/2020","04/02/2020","ACE.006705537.0000024","2020.PPR.1223145","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223202","2020 PPR  1223202","","04/02/2020","**","","-444.66","0.00","NZD","0.00","2020","202008","PPR","1223202 ITR","","04/02/2020","04/02/2020","ACE.006707074.0000007","2020.PPR.1223202","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223220","2020 PPR  1223220","","04/02/2020","**","","-600.30","0.00","NZD","0.00","2020","202008","PPR","1223220 ITR","","04/02/2020","04/02/2020","ACE.006707094.0000006","2020.PPR.1223220","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223221","2020 PPR  1223221","","04/02/2020","**","","-600.30","0.00","NZD","0.00","2020","202008","PPR","1223221 ITR","","04/02/2020","04/02/2020","ACE.006707094.0000008","2020.PPR.1223221","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223565","2020 PPR  1223565","","04/02/2020","**","","-279.26","0.00","NZD","0.00","2020","202008","PPR","1223565 ITR","","04/02/2020","04/02/2020","ACE.006707403.0000034","2020.PPR.1223565","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223567","2020 PPR  1223567","","04/02/2020","**","","-316.56","0.00","NZD","0.00","2020","202008","PPR","1223567 ITR","","04/02/2020","04/02/2020","ACE.006707403.0000042","2020.PPR.1223567","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223572","2020 PPR  1223572","","04/02/2020","**","","-279.26","0.00","NZD","0.00","2020","202008","PPR","1223572 ITR","","04/02/2020","04/02/2020","ACE.006707403.0000036","2020.PPR.1223572","","0.00","","CG Invoices to be received account"
"","2020 PPR  1223574","2020 PPR  1223574","","04/02/2020","**","","-316.56","0.00","NZD","0.00","2020","202008","PPR","1223574 ITR","","04/02/2020","04/02/2020","ACE.006707403.0000044","2020.PPR.1223574","","0.00","","CG Invoices to be received account"
"","2020 PPR  1224580","2020 PPR  1224580","","05/02/2020","**","","-473.54","0.00","NZD","0.00","2020","202008","PPR","1224580 ITR","","05/02/2020","05/02/2020","ACE.006707188.0000017","2020.PPR.1224580","","0.00","","CG Invoices to be received account"
"","2020 PPR  1226357","2020 PPR  1226357","","07/02/2020","**","","-155.38","0.00","GBP","-75.00","2020","202008","PPR","1226357 ITR","","07/02/2020","07/02/2020","ACE.006681511.0000012","2020.PPR.1226357","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227197","2020 PPR  1227197","","10/02/2020","**","","-411.90","0.00","NZD","0.00","2020","202008","PPR","1227197 ITR","","10/02/2020","10/02/2020","ACE.006705162.0000031","2020.PPR.1227197","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227202","2020 PPR  1227202","","10/02/2020","**","","-411.90","0.00","NZD","0.00","2020","202008","PPR","1227202 ITR","","10/02/2020","10/02/2020","ACE.006705170.0000031","2020.PPR.1227202","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227212","2020 PPR  1227212","","10/02/2020","**","","-411.90","0.00","NZD","0.00","2020","202008","PPR","1227212 ITR","","10/02/2020","10/02/2020","ACE.006705160.0000031","2020.PPR.1227212","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227330","2020 PPR  1227330","","10/02/2020","**","","341.82","0.00","NZD","0.00","2020","202008","PPR","1227330 ITR","","10/02/2020","10/02/2020","ACE.006694468.0000014","2020.PPR.1227330","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227338","2020 PPR  1227338","","10/02/2020","**","","493.23","0.00","NZD","0.00","2020","202008","PPR","1227338 ITR","","10/02/2020","10/02/2020","ACE.006696017.0000026","2020.PPR.1227338","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227446","2020 PPR  1227446","","10/02/2020","**","","-2,031.68","0.00","NZD","0.00","2020","202008","PPR","1227446 ITR","","10/02/2020","10/02/2020","ACE.006709812.0000002","2020.PPR.1227446","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227583","2020 PPR  1227583","","10/02/2020","**","","-201.66","0.00","NZD","0.00","2020","202008","PPR","1227583 ITR","","10/02/2020","10/02/2020","ACE.006704042.0000041","2020.PPR.1227583","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227584","2020 PPR  1227584","","10/02/2020","**","","-201.66","0.00","NZD","0.00","2020","202008","PPR","1227584 ITR","","10/02/2020","10/02/2020","ACE.006704042.0000043","2020.PPR.1227584","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227668","2020 PPR  1227668","","10/02/2020","**","","-304.88","0.00","NZD","0.00","2020","202008","PPR","1227668 ITR","","10/02/2020","10/02/2020","ACE.006704182.0000014","2020.PPR.1227668","","0.00","","CG Invoices to be received account"
"","2020 PPR  1228626","2020 PPR  1228626","","11/02/2020","**","","851.96","0.00","NZD","0.00","2020","202008","PPR","1228626 ITR","","11/02/2020","11/02/2020","ACE.006697526.0000019","2020.PPR.1228626","","0.00","","CG Invoices to be received account"
"","2020 PPR  1228636","2020 PPR  1228636","","11/02/2020","**","","851.96","0.00","NZD","0.00","2020","202008","PPR","1228636 ITR","","11/02/2020","11/02/2020","ACE.006697599.0000016","2020.PPR.1228636","","0.00","","CG Invoices to be received account"
"","2020 PPR  1228927","2020 PPR  1228927","","11/02/2020","**","","-346.50","0.00","NZD","0.00","2020","202008","PPR","1228927 ITR","","11/02/2020","11/02/2020","ACE.006688906.0000029","2020.PPR.1228927","","0.00","","CG Invoices to be received account"
