sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2021 PPR  1409300","2021 PPR  1409300","","15/06/2021","**","","-538.00","0.00","NZD","0.00","2021","202111","PPR","1409300 ITR","","11/05/2021","11/05/2021","ACE.006814521.0000011","2021.PPR.1409300","","0.00","","CG Invoices to be received account"
"","2021 PPR  1410189","2021 PPR  1410189","","15/06/2021","**","","-236.44","0.00","NZD","0.00","2021","202111","PPR","1410189 ITR","","12/05/2021","12/05/2021","ACE.006816911.0000015","2021.PPR.1410189","","0.00","","CG Invoices to be received account"
"","2021 PPR  1418734","2021 PPR  1418734","","15/06/2021","**","","-348.99","0.00","NZD","0.00","2021","202111","PPR","1418734 ITR","","28/05/2021","28/05/2021","ACE.006817972.0000009","2021.PPR.1418734","","0.00","","CG Invoices to be received account"
"","2021 PPR  1427996","2021 PPR  1427996","","15/07/2021","**","","-277.74","0.00","NZD","0.00","2021","202112","PPR","1427996 ITR","","15/06/2021","15/06/2021","ACE.006827875.0000008","2021.PPR.1427996","","0.00","","CG Invoices to be received account"
"","2021 PPR  1435569","2021 PPR  1435569","","15/07/2021","**","","538.00","0.00","NZD","0.00","2021","202112","PPR","1435569 ITR","","29/06/2021","29/06/2021","ACE.006814521.0000014","2021.PPR.1435569","","0.00","","CG Invoices to be received account"
"","2021 PPR  1435792","2021 PPR  1435792","","15/07/2021","**","","-555.48","0.00","NZD","0.00","2021","202112","PPR","1435792 ITR","","29/06/2021","29/06/2021","ACE.006827365.0000003","2021.PPR.1435792","","0.00","","CG Invoices to be received account"
"","2022 PPR  1447035","2022 PPR  1447035","","15/08/2021","**","","-274.00","0.00","NZD","0.00","2022","202201","PPR","1447035 ITR","","22/07/2021","22/07/2021","ACE.006836424.0000014","2022.PPR.1447035","","0.00","","CG Invoices to be received account"
"","2022 PPR  1451309","2022 PPR  1451309","","15/08/2021","**","","-538.00","0.00","NZD","0.00","2022","202201","PPR","1451309 ITR","","30/07/2021","30/07/2021","ACE.006844255.0000003","2022.PPR.1451309","","0.00","","CG Invoices to be received account"
"","2022 PPR  1452337","2022 PPR  1452337","","15/09/2021","**","","-493.54","0.00","NZD","0.00","2022","202202","PPR","1452337 ITR","","02/08/2021","02/08/2021","ACE.006836022.0000015","2022.PPR.1452337","","0.00","","CG Invoices to be received account"
"","2022 PPR  1473975","2022 PPR  1473975","","15/11/2021","**","","-558.00","0.00","NZD","0.00","2022","202204","PPR","1473975 ITR","","11/10/2021","11/10/2021","ACE.006854318.0000003","2022.PPR.1473975","","0.00","","CG Invoices to be received account"
"","2022 PPR  1482006","2022 PPR  1482006","","15/12/2021","**","","-249.00","0.00","NZD","0.00","2022","202205","PPR","1482006 ITR","","17/11/2021","17/11/2021","ACE.006858219.0000008","2022.PPR.1482006","","0.00","","CG Invoices to be received account"
"","2022 PPR  1483570","2022 PPR  1483570","","15/12/2021","**","","-1,036.00","0.00","NZD","0.00","2022","202205","PPR","1483570 ITR","","24/11/2021","24/11/2021","ACE.006859409.0000003","2022.PPR.1483570","","0.00","","CG Invoices to be received account"
"","2022 PPR  1483571","2022 PPR  1483571","","15/12/2021","**","","-1,036.00","0.00","NZD","0.00","2022","202205","PPR","1483571 ITR","","24/11/2021","24/11/2021","ACE.006859409.0000008","2022.PPR.1483571","","0.00","","CG Invoices to be received account"
"","2022 PPR  1483950","2022 PPR  1483950","","15/12/2021","**","","-216.52","0.00","NZD","0.00","2022","202205","PPR","1483950 ITR","","25/11/2021","25/11/2021","ACE.006859409.0000018","2022.PPR.1483950","","0.00","","CG Invoices to be received account"
"","2022 PPR  1483951","2022 PPR  1483951","","15/12/2021","**","","-233.91","0.00","NZD","0.00","2022","202205","PPR","1483951 ITR","","25/11/2021","25/11/2021","ACE.006859409.0000020","2022.PPR.1483951","","0.00","","CG Invoices to be received account"
"","2022 PPR  1486438","2022 PPR  1486438","","15/01/2022","**","","-249.00","0.00","NZD","0.00","2022","202206","PPR","1486438 ITR","","07/12/2021","07/12/2021","ACE.006860656.0000011","2022.PPR.1486438","","0.00","","CG Invoices to be received account"
"","2022 PPR  1487231","2022 PPR  1487231","","15/01/2022","**","","-249.00","0.00","NZD","0.00","2022","202206","PPR","1487231 ITR","","09/12/2021","09/12/2021","ACE.006861491.0000003","2022.PPR.1487231","","0.00","","CG Invoices to be received account"
"","2022 PPR  1489924","2022 PPR  1489924","","15/01/2022","**","","-418.00","0.00","NZD","0.00","2022","202206","PPR","1489924 ITR","","20/12/2021","20/12/2021","ACE.006862825.0000004","2022.PPR.1489924","","0.00","","CG Invoices to be received account"
"","2022 PPR  1493830","2022 PPR  1493830","","15/02/2022","**","","-159.00","0.00","NZD","0.00","2022","202207","PPR","1493830 ITR","","17/01/2022","17/01/2022","ACE.006865458.0000003","2022.PPR.1493830","","0.00","","CG Invoices to be received account"
"","2022 PPR  1498020","2022 PPR  1498020","","15/02/2022","**","","-249.00","0.00","NZD","0.00","2022","202207","PPR","1498020 ITR","","28/01/2022","28/01/2022","ACE.006859438.0000015","2022.PPR.1498020","","0.00","","CG Invoices to be received account"
"","2022 PPR  1498021","2022 PPR  1498021","","15/02/2022","**","","-269.00","0.00","NZD","0.00","2022","202207","PPR","1498021 ITR","","28/01/2022","28/01/2022","ACE.006859438.0000017","2022.PPR.1498021","","0.00","","CG Invoices to be received account"
"","2022 PPR  1499469","2022 PPR  1499469","","15/03/2022","**","","-249.00","0.00","NZD","0.00","2022","202208","PPR","1499469 ITR","","09/02/2022","09/02/2022","ACE.006863398.0000013","2022.PPR.1499469","","0.00","","CG Invoices to be received account"
"","2022 PPR  1502218","2022 PPR  1502218","","15/03/2022","**","","216.52","0.00","NZD","0.00","2022","202208","PPR","1502218 ITR","","22/02/2022","22/02/2022","ACE.006859409.0000023","2022.PPR.1502218","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507609","2022 PPR  1507609","","15/04/2022","**","","-284.00","0.00","NZD","0.00","2022","202209","PPR","1507609 ITR","","21/03/2022","21/03/2022","ACE.006872637.0000003","2022.PPR.1507609","","0.00","","CG Invoices to be received account"
"","2022 PPR  1518802","2022 PPR  1518802","","15/05/2022","**","","-289.00","0.00","NZD","0.00","2022","202210","PPR","1518802 ITR","","28/04/2022","28/04/2022","ACE.006880181.0000005","2022.PPR.1518802","","0.00","","CG Invoices to be received account"
"","2022 PPR  1522947","2022 PPR  1522947","","15/06/2022","**","","-259.00","0.00","NZD","0.00","2022","202211","PPR","1522947 ITR","","08/05/2022","08/05/2022","ACE.006883203.0000005","2022.PPR.1522947","","0.00","","CG Invoices to be received account"
"","2022 PPR  1530815","2022 PPR  1530815","","15/06/2022","**","","159.00","0.00","NZD","0.00","2022","202211","PPR","1530815 ITR","","23/05/2022","23/05/2022","ACE.006865458.0000022","2022.PPR.1530815","","0.00","","CG Invoices to be received account"
"","2022 PPR  1542229","2022 PPR  1542229","","15/07/2022","**","","-534.83","0.00","NZD","0.00","2022","202212","PPR","1542229 ITR","","14/06/2022","14/06/2022","ACE.006895831.0000003","2022.PPR.1542229","","0.00","","CG Invoices to be received account"
"","2022 PPR  1542230","2022 PPR  1542230","","15/07/2022","**","","-534.83","0.00","NZD","0.00","2022","202212","PPR","1542230 ITR","","14/06/2022","14/06/2022","ACE.006895831.0000008","2022.PPR.1542230","","0.00","","CG Invoices to be received account"
"","2022 PUR   352482","2022 PUR   352482","","15/10/2021","**","","-249.00","0.00","NZD","0.00","2022","202206","PUR","352482 VCR","","08/12/2021","08/12/2021","ACE.006852503.0000003","2022.PUR.0352005","","0.00","","CG Invoices to be received account"
"","2022 PUR   352482","2022 PUR   352482","","15/10/2021","**","","-249.00","0.00","NZD","0.00","2022","202206","PUR","352482 VCR","","08/12/2021","08/12/2021","ACE.006852503.0000005","2022.PUR.0352005","","0.00","","CG Invoices to be received account"
"","2022 PUR   355016","2022 PUR   355016","","15/12/2021","**","","233.91","0.00","NZD","0.00","2022","202208","PUR","355016 VPA","","30/11/2021","22/02/2022","ACE.006859438.0000011","2022.PUR.0355016","","0.00","","CG Invoices to be received account"
"","2023 PPR  1553053","2023 PPR  1553053","","15/08/2022","**","","-319.00","0.00","NZD","0.00","2023","202301","PPR","1553053 ITR","","05/07/2022","05/07/2022","ACE.006902482.0000003","2023.PPR.1553053","","0.00","","CG Invoices to be received account"
"","2023 PPR  1571333","2023 PPR  1571333","","15/09/2022","**","","-518.00","0.00","NZD","0.00","2023","202302","PPR","1571333 ITR","","15/08/2022","15/08/2022","ACE.006913231.0000003","2023.PPR.1571333","","0.00","","CG Invoices to be received account"
"","2023 PPR  1575433","2023 PPR  1575433","","15/09/2022","**","","-349.00","0.00","NZD","0.00","2023","202302","PPR","1575433 ITR","","24/08/2022","24/08/2022","ACE.006915438.0000003","2023.PPR.1575433","","0.00","","CG Invoices to be received account"
"","2023 PPR  1575434","2023 PPR  1575434","","15/09/2022","**","","-349.00","0.00","NZD","0.00","2023","202302","PPR","1575434 ITR","","24/08/2022","24/08/2022","ACE.006915438.0000005","2023.PPR.1575434","","0.00","","CG Invoices to be received account"
"","2023 PPR  1578046","2023 PPR  1578046","","15/09/2022","**","","-349.00","0.00","NZD","0.00","2023","202302","PPR","1578046 ITR","","31/08/2022","31/08/2022","ACE.006916770.0000004","2023.PPR.1578046","","0.00","","CG Invoices to be received account"
"","2023 PPR  1580706","2023 PPR  1580706","","15/10/2022","**","","518.00","0.00","NZD","0.00","2023","202303","PPR","1580706 ITR","","07/09/2022","07/09/2022","ACE.006913231.0000009","2023.PPR.1580706","","0.00","","CG Invoices to be received account"
"","2023 PPR  1582988","2023 PPR  1582988","","15/10/2022","**","","-329.00","0.00","NZD","0.00","2023","202303","PPR","1582988 ITR","","12/09/2022","12/09/2022","ACE.006918254.0000014","2023.PPR.1582988","","0.00","","CG Invoices to be received account"
"","2023 PPR  1611389","2023 PPR  1611389","","15/12/2022","**","","-99.00","0.00","NZD","0.00","2023","202305","PPR","1611389 ITR","","24/11/2022","24/11/2022","ACE.006933256.0000005","2023.PPR.1611389","","0.00","","CG Invoices to be received account"
"","2023 PPR  1617635","2023 PPR  1617635","","15/01/2023","**","","-658.00","0.00","NZD","0.00","2023","202306","PPR","1617635 ITR","","15/12/2022","15/12/2022","ACE.006935932.0000010","2023.PPR.1617635","","0.00","","CG Invoices to be received account"
"","2023 PPR  1620734","2023 PPR  1620734","","15/02/2023","","","-329.00","0.00","NZD","0.00","2023","202307","PPR","1620734 ITR","","05/01/2023","05/01/2023","ACE.006937066.0000007","2023.PPR.1620734","","0.00","","CG Invoices to be received account"
"","2023 PPR  1620735","2023 PPR  1620735","","15/02/2023","","","-329.00","0.00","NZD","0.00","2023","202307","PPR","1620735 ITR","","05/01/2023","05/01/2023","ACE.006937066.0000009","2023.PPR.1620735","","0.00","","CG Invoices to be received account"
"","2023 PPR  1620736","2023 PPR  1620736","","15/02/2023","","","-329.00","0.00","NZD","0.00","2023","202307","PPR","1620736 ITR","","05/01/2023","05/01/2023","ACE.006937071.0000003","2023.PPR.1620736","","0.00","","CG Invoices to be received account"
"","2023 PPR  1620737","2023 PPR  1620737","","15/02/2023","","","-329.00","0.00","NZD","0.00","2023","202307","PPR","1620737 ITR","","05/01/2023","05/01/2023","ACE.006937071.0000005","2023.PPR.1620737","","0.00","","CG Invoices to be received account"
"","2023 PPR  1621211","2023 PPR  1621211","","15/02/2023","","","-720.68","0.00","NZD","0.00","2023","202307","PPR","1621211 ITR","","10/01/2023","10/01/2023","ACE.006937228.0000012","2023.PPR.1621211","","0.00","","CG Invoices to be received account"
"","2023 PPR  1621463","2023 PPR  1621463","","15/02/2023","","","-679.38","0.00","NZD","0.00","2023","202307","PPR","1621463 ITR","","11/01/2023","11/01/2023","ACE.006926461.0000011","2023.PPR.1621463","","0.00","","CG Invoices to be received account"
"","2023 PPR  1623837","2023 PPR  1623837","","15/02/2023","","","-360.34","0.00","NZD","0.00","2023","202307","PPR","1623837 ITR","","20/01/2023","20/01/2023","ACE.006938817.0000007","2023.PPR.1623837","","0.00","","CG Invoices to be received account"
"","2023 PPR  1623838","2023 PPR  1623838","","15/02/2023","","","-360.34","0.00","NZD","0.00","2023","202307","PPR","1623838 ITR","","20/01/2023","20/01/2023","ACE.006938817.0000009","2023.PPR.1623838","","0.00","","CG Invoices to be received account"
"","2023 PPR  1625729","2023 PPR  1625729","","15/02/2023","","","-360.34","0.00","NZD","0.00","2023","202307","PPR","1625729 ITR","","27/01/2023","27/01/2023","ACE.006939867.0000006","2023.PPR.1625729","","0.00","","CG Invoices to be received account"
"","2023 PPR  1625730","2023 PPR  1625730","","15/02/2023","","","-360.34","0.00","NZD","0.00","2023","202307","PPR","1625730 ITR","","27/01/2023","27/01/2023","ACE.006939867.0000008","2023.PPR.1625730","","0.00","","CG Invoices to be received account"
