sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2023 PPR  1552102","2023 PPR  1552102","","04/07/2022","**","","-235.00","0.00","NZD","0.00","2023","202301","PPR","1552102 ITR","","04/07/2022","04/07/2022","ACE.006882174.0000034","2023.PPR.1552102","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552103","2023 PPR  1552103","","04/07/2022","**","","-235.00","0.00","NZD","0.00","2023","202301","PPR","1552103 ITR","","04/07/2022","04/07/2022","ACE.006882174.0000036","2023.PPR.1552103","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552193","2023 PPR  1552193","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552193 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000074","2023.PPR.1552193","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552194","2023 PPR  1552194","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552194 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000076","2023.PPR.1552194","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552195","2023 PPR  1552195","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552195 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000078","2023.PPR.1552195","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552196","2023 PPR  1552196","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552196 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000080","2023.PPR.1552196","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552197","2023 PPR  1552197","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552197 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000070","2023.PPR.1552197","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552198","2023 PPR  1552198","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552198 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000072","2023.PPR.1552198","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552199","2023 PPR  1552199","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552199 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000082","2023.PPR.1552199","","0.00","","CG Invoices to be received account"
"","2023 PPR  1552200","2023 PPR  1552200","","04/07/2022","**","","-321.88","0.00","NZD","0.00","2023","202301","PPR","1552200 ITR","","04/07/2022","04/07/2022","ACE.006896810.0000084","2023.PPR.1552200","","0.00","","CG Invoices to be received account"
"","2023 PPR  1553001","2023 PPR  1553001","","05/07/2022","**","","-56.44","0.00","NZD","0.00","2023","202301","PPR","1553001 ITR","","05/07/2022","05/07/2022","ACE.006893106.0000015","2023.PPR.1553001","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566940","2023 PPR  1566940","","04/08/2022","**","","-224.34","0.00","NZD","0.00","2023","202302","PPR","1566940 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000030","2023.PPR.1566940","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566944","2023 PPR  1566944","","04/08/2022","**","","-224.34","0.00","NZD","0.00","2023","202302","PPR","1566944 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000034","2023.PPR.1566944","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566945","2023 PPR  1566945","","04/08/2022","**","","-443.72","0.00","GBP","-224.34","2023","202302","PPR","1566945 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000036","2023.PPR.1566945","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566946","2023 PPR  1566946","","04/08/2022","**","","-224.34","0.00","NZD","0.00","2023","202302","PPR","1566946 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000032","2023.PPR.1566946","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566996","2023 PPR  1566996","","04/08/2022","**","","443.72","0.00","GBP","224.34","2023","202302","PPR","1566996 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000037","2023.PPR.1566996","","0.00","","CG Invoices to be received account"
"","2023 PPR  1566998","2023 PPR  1566998","","04/08/2022","**","","-224.34","0.00","NZD","0.00","2023","202302","PPR","1566998 ITR","","04/08/2022","04/08/2022","ACE.006898748.0000038","2023.PPR.1566998","","0.00","","CG Invoices to be received account"
"","2023 PPR  1596124","2023 PPR  1596124","","13/10/2022","**","","-1,295.14","0.00","NZD","0.00","2023","202304","PPR","1596124 ITR","","13/10/2022","13/10/2022","ACE.006918202.0000028","2023.PPR.1596124","","0.00","","CG Invoices to be received account"
"","2023 PPR  1625160","2023 PPR  1625160","","26/01/2023","**","","-69.70","0.00","TOP","-100.00","2023","202307","PPR","1625160 ITR","","26/01/2023","26/01/2023","ACE.006934511.0000024","2023.PPR.1625160","","0.00","","CG Invoices to be received account"
